Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit
1;24/05/2001;09:36:18;25.9;WBGT Temp C;62;%RH C      ;29.8;TA Temp C  ;30.6;TG Temp C  ;24;WET Temp C ;21.8;DP Temp C  
2;24/05/2001;09:37:18;25.5;WBGT Temp C;62.1;%RH C      ;29.6;TA Temp C  ;30.5;TG Temp C  ;23.6;WET Temp C ;21.4;DP Temp C  
3;24/05/2001;09:38:18;25.6;WBGT Temp C;62.4;%RH C      ;29.5;TA Temp C  ;30.4;TG Temp C  ;23.7;WET Temp C ;21.6;DP Temp C  
4;24/05/2001;09:39:18;25.5;WBGT Temp C;62.2;%RH C      ;29.4;TA Temp C  ;30.3;TG Temp C  ;23.6;WET Temp C ;21.4;DP Temp C  
5;24/05/2001;09:40:18;25.6;WBGT Temp C;63;%RH C      ;29.5;TA Temp C  ;30.1;TG Temp C  ;23.8;WET Temp C ;21.7;DP Temp C  
6;24/05/2001;09:41:18;25.5;WBGT Temp C;62.7;%RH C      ;29.5;TA Temp C  ;30.1;TG Temp C  ;23.7;WET Temp C ;21.6;DP Temp C  
7;24/05/2001;09:42:18;25.6;WBGT Temp C;63.4;%RH C      ;29.5;TA Temp C  ;30.1;TG Temp C  ;23.8;WET Temp C ;21.8;DP Temp C  
8;24/05/2001;09:43:18;25.6;WBGT Temp C;63.1;%RH C      ;29.5;TA Temp C  ;30.2;TG Temp C  ;23.8;WET Temp C ;21.7;DP Temp C  
9;24/05/2001;09:44:18;25.4;WBGT Temp C;62.3;%RH C      ;29.3;TA Temp C  ;30.1;TG Temp C  ;23.6;WET Temp C ;21.4;DP Temp C  
10;24/05/2001;09:45:18;25.3;WBGT Temp C;61.8;%RH C      ;29.4;TA Temp C  ;30;TG Temp C  ;23.5;WET Temp C ;21.3;DP Temp C  
11;24/05/2001;09:46:18;25.4;WBGT Temp C;61.8;%RH C      ;29.5;TA Temp C  ;30;TG Temp C  ;23.6;WET Temp C ;21.3;DP Temp C  
12;24/05/2001;09:47:18;25.5;WBGT Temp C;62.2;%RH C      ;29.6;TA Temp C  ;30.1;TG Temp C  ;23.7;WET Temp C ;21.5;DP Temp C  
13;24/05/2001;09:48:18;25.6;WBGT Temp C;63.1;%RH C      ;29.5;TA Temp C  ;30.1;TG Temp C  ;23.8;WET Temp C ;21.7;DP Temp C  
14;24/05/2001;09:49:18;25.6;WBGT Temp C;63.9;%RH C      ;29.4;TA Temp C  ;30.1;TG Temp C  ;23.8;WET Temp C ;21.8;DP Temp C  
15;24/05/2001;09:50:18;25.5;WBGT Temp C;63.9;%RH C      ;29.1;TA Temp C  ;30.1;TG Temp C  ;23.7;WET Temp C ;21.6;DP Temp C  
16;24/05/2001;09:51:18;25.5;WBGT Temp C;63.5;%RH C      ;29.4;TA Temp C  ;30;TG Temp C  ;23.8;WET Temp C ;21.7;DP Temp C  
17;24/05/2001;09:52:18;25.5;WBGT Temp C;63.7;%RH C      ;29.3;TA Temp C  ;30.1;TG Temp C  ;23.7;WET Temp C ;21.7;DP Temp C  
18;24/05/2001;09:53:18;25.6;WBGT Temp C;63.9;%RH C      ;29.2;TA Temp C  ;30.1;TG Temp C  ;23.8;WET Temp C ;21.7;DP Temp C  
19;24/05/2001;09:54:18;25.3;WBGT Temp C;63.1;%RH C      ;29.2;TA Temp C  ;30.1;TG Temp C  ;23.5;WET Temp C ;21.4;DP Temp C  
20;24/05/2001;09:55:18;25.5;WBGT Temp C;63.4;%RH C      ;29.3;TA Temp C  ;30.2;TG Temp C  ;23.7;WET Temp C ;21.6;DP Temp C  
21;24/05/2001;09:56:18;25.6;WBGT Temp C;62.7;%RH C      ;29.5;TA Temp C  ;30.3;TG Temp C  ;23.7;WET Temp C ;21.6;DP Temp C  
