Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit
1;24/05/2005;09:06:42;26.8;WBGT Temp C;57;%RH C      ;30.8;TA Temp C  ;34;TG Temp C  ;23.8;WET Temp C ;21.2;DP Temp C  
2;24/05/2005;09:07:42;26.8;WBGT Temp C;56.6;%RH C      ;30.6;TA Temp C  ;34.2;TG Temp C  ;23.7;WET Temp C ;21;DP Temp C  
3;24/05/2005;09:08:42;26.9;WBGT Temp C;57.1;%RH C      ;30.6;TA Temp C  ;34.3;TG Temp C  ;23.8;WET Temp C ;21.2;DP Temp C  
4;24/05/2005;09:09:42;27;WBGT Temp C;55.8;%RH C      ;31;TA Temp C  ;34.6;TG Temp C  ;23.8;WET Temp C ;21.1;DP Temp C  
5;24/05/2005;09:10:42;26.8;WBGT Temp C;57.8;%RH C      ;30.2;TA Temp C  ;34.4;TG Temp C  ;23.6;WET Temp C ;21;DP Temp C  
6;24/05/2005;09:11:42;27;WBGT Temp C;55.6;%RH C      ;31;TA Temp C  ;34.5;TG Temp C  ;23.8;WET Temp C ;21;DP Temp C  
7;24/05/2005;09:12:42;26.7;WBGT Temp C;56.5;%RH C      ;30.5;TA Temp C  ;34.4;TG Temp C  ;23.5;WET Temp C ;20.8;DP Temp C  
8;24/05/2005;09:13:42;26.6;WBGT Temp C;57.5;%RH C      ;30.2;TA Temp C  ;34.3;TG Temp C  ;23.2;WET Temp C ;20.6;DP Temp C  
9;24/05/2005;09:14:42;26.7;WBGT Temp C;57.7;%RH C      ;30.2;TA Temp C  ;34.2;TG Temp C  ;23.5;WET Temp C ;21;DP Temp C  
10;24/05/2005;09:15:42;26.5;WBGT Temp C;57.1;%RH C      ;30.1;TA Temp C  ;34.2;TG Temp C  ;23.3;WET Temp C ;20.7;DP Temp C  
11;24/05/2005;09:16:42;26.7;WBGT Temp C;57.2;%RH C      ;30.1;TA Temp C  ;34.5;TG Temp C  ;23.4;WET Temp C ;20.7;DP Temp C  
12;24/05/2005;09:17:42;26.8;WBGT Temp C;56;%RH C      ;30.5;TA Temp C  ;35;TG Temp C  ;23.4;WET Temp C ;20.7;DP Temp C  
13;24/05/2005;09:18:42;26.9;WBGT Temp C;58;%RH C      ;30.2;TA Temp C  ;34.7;TG Temp C  ;23.6;WET Temp C ;21.1;DP Temp C  
14;24/05/2005;09:19:42;27.3;WBGT Temp C;54.9;%RH C      ;31.4;TA Temp C  ;35;TG Temp C  ;24;WET Temp C ;21.3;DP Temp C  
15;24/05/2005;09:20:42;26.9;WBGT Temp C;53.6;%RH C      ;31.2;TA Temp C  ;34.9;TG Temp C  ;23.5;WET Temp C ;20.6;DP Temp C  
16;24/05/2005;09:21:42;27;WBGT Temp C;55.8;%RH C      ;30.9;TA Temp C  ;34.7;TG Temp C  ;23.8;WET Temp C ;21.1;DP Temp C  
17;24/05/2005;09:22:42;27;WBGT Temp C;56.1;%RH C      ;30.8;TA Temp C  ;34.8;TG Temp C  ;23.7;WET Temp C ;21;DP Temp C  
18;24/05/2005;09:23:42;27.3;WBGT Temp C;53.1;%RH C      ;31.7;TA Temp C  ;35;TG Temp C  ;24;WET Temp C ;21;DP Temp C  
19;24/05/2005;09:24:42;27.4;WBGT Temp C;51.4;%RH C      ;32.3;TA Temp C  ;35.2;TG Temp C  ;24.1;WET Temp C ;21;DP Temp C  
20;24/05/2005;09:25:42;27.6;WBGT Temp C;51.2;%RH C      ;32.5;TA Temp C  ;35.6;TG Temp C  ;24.3;WET Temp C ;21.2;DP Temp C  
21;24/05/2005;09:26:42;27.7;WBGT Temp C;49.6;%RH C      ;33;TA Temp C  ;35.7;TG Temp C  ;24.3;WET Temp C ;21.1;DP Temp C  
22;24/05/2005;09:27:42;27.5;WBGT Temp C;49.9;%RH C      ;32.8;TA Temp C  ;35.3;TG Temp C  ;24.2;WET Temp C ;20.9;DP Temp C  
23;24/05/2005;09:28:42;27;WBGT Temp C;51.8;%RH C      ;31.5;TA Temp C  ;35.5;TG Temp C  ;23.5;WET Temp C ;20.3;DP Temp C  
24;24/05/2005;09:29:42;27.2;WBGT Temp C;52.3;%RH C      ;31.7;TA Temp C  ;35.7;TG Temp C  ;23.6;WET Temp C ;20.6;DP Temp C  
25;24/05/2005;09:30:42;27.5;WBGT Temp C;53.6;%RH C      ;31.6;TA Temp C  ;35.9;TG Temp C  ;23.9;WET Temp C ;21;DP Temp C  
26;24/05/2005;09:31:42;27.6;WBGT Temp C;52.1;%RH C      ;31.9;TA Temp C  ;36.3;TG Temp C  ;23.9;WET Temp C ;20.9;DP Temp C  
27;24/05/2005;09:32:42;27.7;WBGT Temp C;52.6;%RH C      ;31.9;TA Temp C  ;36.5;TG Temp C  ;24;WET Temp C ;21;DP Temp C  
28;24/05/2005;09:33:42;27.8;WBGT Temp C;50.3;%RH C      ;32.5;TA Temp C  ;36.7;TG Temp C  ;24.1;WET Temp C ;20.9;DP Temp C  
29;24/05/2005;09:34:42;27.9;WBGT Temp C;47.7;%RH C      ;33.4;TA Temp C  ;36.8;TG Temp C  ;24.2;WET Temp C ;20.7;DP Temp C  
30;24/05/2005;09:35:42;27.9;WBGT Temp C;47.9;%RH C      ;33.4;TA Temp C  ;36.8;TG Temp C  ;24.2;WET Temp C ;20.8;DP Temp C  
31;24/05/2005;09:36:42;28.4;WBGT Temp C;45.2;%RH C      ;34.6;TA Temp C  ;37.3;TG Temp C  ;24.6;WET Temp C ;20.9;DP Temp C  
32;24/05/2005;09:37:42;28.5;WBGT Temp C;45.8;%RH C      ;34;TA Temp C  ;38.4;TG Temp C  ;24.3;WET Temp C ;20.6;DP Temp C  
33;24/05/2005;09:38:42;28.8;WBGT Temp C;47.4;%RH C      ;33.6;TA Temp C  ;39.1;TG Temp C  ;24.4;WET Temp C ;20.9;DP Temp C  
34;24/05/2005;09:39:42;28.8;WBGT Temp C;47.1;%RH C      ;33.4;TA Temp C  ;39.9;TG Temp C  ;24.1;WET Temp C ;20.5;DP Temp C  
35;24/05/2005;09:40:42;29.2;WBGT Temp C;45.3;%RH C      ;34.2;TA Temp C  ;40.7;TG Temp C  ;24.4;WET Temp C ;20.7;DP Temp C  
