Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit
1;24/05/2004;08:56:57;26.8;WBGT Temp C;60;%RH C      ;30.7;TA Temp C  ;32.4;TG Temp C  ;24.4;WET Temp C ;22.1;DP Temp C  
2;24/05/2004;08:57:57;26.9;WBGT Temp C;60.8;%RH C      ;30.6;TA Temp C  ;32.9;TG Temp C  ;24.4;WET Temp C ;22.2;DP Temp C  
3;24/05/2004;08:58:57;27.2;WBGT Temp C;58.9;%RH C      ;31.1;TA Temp C  ;33.6;TG Temp C  ;24.5;WET Temp C ;22.1;DP Temp C  
4;24/05/2004;08:59:57;27.2;WBGT Temp C;58.8;%RH C      ;30.9;TA Temp C  ;34.1;TG Temp C  ;24.3;WET Temp C ;21.8;DP Temp C  
5;24/05/2004;09:00:57;27.3;WBGT Temp C;58.4;%RH C      ;31;TA Temp C  ;34.2;TG Temp C  ;24.4;WET Temp C ;21.9;DP Temp C  
6;24/05/2004;09:01:57;27.5;WBGT Temp C;56.6;%RH C      ;31.6;TA Temp C  ;34.5;TG Temp C  ;24.5;WET Temp C ;22;DP Temp C  
7;24/05/2004;09:02:57;27.5;WBGT Temp C;56.6;%RH C      ;31.5;TA Temp C  ;34.5;TG Temp C  ;24.5;WET Temp C ;21.9;DP Temp C  
8;24/05/2004;09:03:57;27.3;WBGT Temp C;57.8;%RH C      ;31.1;TA Temp C  ;34.6;TG Temp C  ;24.2;WET Temp C ;21.7;DP Temp C  
9;24/05/2004;09:04:57;27.5;WBGT Temp C;57.6;%RH C      ;31.4;TA Temp C  ;34.7;TG Temp C  ;24.5;WET Temp C ;22;DP Temp C  
10;24/05/2004;09:05:57;27.6;WBGT Temp C;57;%RH C      ;31.6;TA Temp C  ;34.9;TG Temp C  ;24.5;WET Temp C ;22;DP Temp C  
11;24/05/2004;09:06:57;27.6;WBGT Temp C;56.1;%RH C      ;31.7;TA Temp C  ;34.9;TG Temp C  ;24.5;WET Temp C ;21.9;DP Temp C  
12;24/05/2004;09:07:57;27.6;WBGT Temp C;54.8;%RH C      ;32.1;TA Temp C  ;34.9;TG Temp C  ;24.6;WET Temp C ;21.9;DP Temp C  
13;24/05/2004;09:08:57;27.6;WBGT Temp C;57.1;%RH C      ;31.3;TA Temp C  ;34.9;TG Temp C  ;24.5;WET Temp C ;21.9;DP Temp C  
14;24/05/2004;09:09:57;27.5;WBGT Temp C;58.1;%RH C      ;31.2;TA Temp C  ;34.7;TG Temp C  ;24.5;WET Temp C ;22;DP Temp C  
15;24/05/2004;09:10:57;27.4;WBGT Temp C;57.9;%RH C      ;31.1;TA Temp C  ;34.9;TG Temp C  ;24.3;WET Temp C ;21.8;DP Temp C  
16;24/05/2004;09:11:57;27.2;WBGT Temp C;59.6;%RH C      ;30.4;TA Temp C  ;34.7;TG Temp C  ;24.1;WET Temp C ;21.7;DP Temp C  
17;24/05/2004;09:12:57;27.1;WBGT Temp C;59.3;%RH C      ;30.4;TA Temp C  ;34.5;TG Temp C  ;24;WET Temp C ;21.6;DP Temp C  
18;24/05/2004;09:13:57;27.4;WBGT Temp C;56.7;%RH C      ;31.4;TA Temp C  ;34.8;TG Temp C  ;24.3;WET Temp C ;21.7;DP Temp C  
19;24/05/2004;09:14:57;27.4;WBGT Temp C;58.2;%RH C      ;30.9;TA Temp C  ;34.9;TG Temp C  ;24.2;WET Temp C ;21.8;DP Temp C  
20;24/05/2004;09:15:57;27.3;WBGT Temp C;58.2;%RH C      ;30.9;TA Temp C  ;34.8;TG Temp C  ;24.2;WET Temp C ;21.7;DP Temp C  
21;24/05/2004;09:16:57;27.5;WBGT Temp C;57;%RH C      ;31.3;TA Temp C  ;35;TG Temp C  ;24.4;WET Temp C ;21.8;DP Temp C  
22;24/05/2004;09:17:57;27.4;WBGT Temp C;58.7;%RH C      ;30.7;TA Temp C  ;34.9;TG Temp C  ;24.2;WET Temp C ;21.7;DP Temp C  
23;24/05/2004;09:18:57;27.2;WBGT Temp C;59.8;%RH C      ;30.4;TA Temp C  ;34.5;TG Temp C  ;24.1;WET Temp C ;21.7;DP Temp C  
24;24/05/2004;09:19:57;27.2;WBGT Temp C;58.2;%RH C      ;30.8;TA Temp C  ;34.6;TG Temp C  ;24.1;WET Temp C ;21.6;DP Temp C  
25;24/05/2004;09:20:57;27.3;WBGT Temp C;58.2;%RH C      ;30.9;TA Temp C  ;34.8;TG Temp C  ;24.2;WET Temp C ;21.7;DP Temp C  
26;24/05/2004;09:21:57;27.7;WBGT Temp C;57.1;%RH C      ;31.5;TA Temp C  ;35.3;TG Temp C  ;24.5;WET Temp C ;22;DP Temp C  
27;24/05/2004;09:22:57;27.6;WBGT Temp C;56.5;%RH C      ;31.3;TA Temp C  ;35.7;TG Temp C  ;24.2;WET Temp C ;21.6;DP Temp C  
28;24/05/2004;09:23:57;27.4;WBGT Temp C;59.2;%RH C      ;30.5;TA Temp C  ;35.6;TG Temp C  ;24;WET Temp C ;21.6;DP Temp C  
29;24/05/2004;09:24:57;27.3;WBGT Temp C;58.8;%RH C      ;30.5;TA Temp C  ;35.3;TG Temp C  ;23.9;WET Temp C ;21.5;DP Temp C  
30;24/05/2004;09:25:57;27.3;WBGT Temp C;58.1;%RH C      ;30.8;TA Temp C  ;35.3;TG Temp C  ;24;WET Temp C ;21.6;DP Temp C  
31;24/05/2004;09:26:57;27.4;WBGT Temp C;58.2;%RH C      ;30.8;TA Temp C  ;35.1;TG Temp C  ;24.1;WET Temp C ;21.6;DP Temp C  
32;24/05/2004;09:27:57;27.4;WBGT Temp C;57.7;%RH C      ;31;TA Temp C  ;35.1;TG Temp C  ;24.1;WET Temp C ;21.6;DP Temp C  
33;24/05/2004;09:28:57;27.3;WBGT Temp C;57.4;%RH C      ;30.8;TA Temp C  ;35.3;TG Temp C  ;23.9;WET Temp C ;21.4;DP Temp C  
34;24/05/2004;09:29:57;26.9;WBGT Temp C;58.1;%RH C      ;30.3;TA Temp C  ;34.9;TG Temp C  ;23.6;WET Temp C ;21.1;DP Temp C  
35;24/05/2004;09:30:57;27.2;WBGT Temp C;58.1;%RH C      ;30.6;TA Temp C  ;34.8;TG Temp C  ;24;WET Temp C ;21.5;DP Temp C  
36;24/05/2004;09:31:57;27.4;WBGT Temp C;56.8;%RH C      ;31.2;TA Temp C  ;35;TG Temp C  ;24.2;WET Temp C ;21.6;DP Temp C  
37;24/05/2004;09:32:57;27.3;WBGT Temp C;56.5;%RH C      ;31;TA Temp C  ;35.5;TG Temp C  ;23.9;WET Temp C ;21.3;DP Temp C  
38;24/05/2004;09:33:57;27.6;WBGT Temp C;56.3;%RH C      ;31.3;TA Temp C  ;35.6;TG Temp C  ;24.2;WET Temp C ;21.6;DP Temp C  
39;24/05/2004;09:34:57;27.9;WBGT Temp C;54;%RH C      ;32;TA Temp C  ;36.4;TG Temp C  ;24.3;WET Temp C ;21.5;DP Temp C  
