Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit
1;24/05/2003;08:54:08;25.5;WBGT Temp C;66;%RH C      ;28.9;TA Temp C  ;30.1;TG Temp C  ;23.8;WET Temp C ;21.9;DP Temp C  
2;24/05/2003;08:55:08;25.5;WBGT Temp C;67.2;%RH C      ;28.8;TA Temp C  ;29.6;TG Temp C  ;23.9;WET Temp C ;22.1;DP Temp C  
3;24/05/2003;08:56:08;25.3;WBGT Temp C;67.5;%RH C      ;28.6;TA Temp C  ;29.4;TG Temp C  ;23.7;WET Temp C ;21.9;DP Temp C  
4;24/05/2003;08:57:08;25.2;WBGT Temp C;67.5;%RH C      ;28.6;TA Temp C  ;29.2;TG Temp C  ;23.7;WET Temp C ;21.9;DP Temp C  
5;24/05/2003;08:58:08;25.2;WBGT Temp C;67.8;%RH C      ;28.5;TA Temp C  ;29.2;TG Temp C  ;23.7;WET Temp C ;21.9;DP Temp C  
6;24/05/2003;08:59:08;25.2;WBGT Temp C;66.3;%RH C      ;28.7;TA Temp C  ;29.2;TG Temp C  ;23.6;WET Temp C ;21.7;DP Temp C  
7;24/05/2003;09:00:08;25.2;WBGT Temp C;66.4;%RH C      ;28.7;TA Temp C  ;29.2;TG Temp C  ;23.6;WET Temp C ;21.8;DP Temp C  
8;24/05/2003;09:01:08;25.4;WBGT Temp C;65.7;%RH C      ;29;TA Temp C  ;29.3;TG Temp C  ;23.8;WET Temp C ;21.9;DP Temp C  
9;24/05/2003;09:02:08;25.3;WBGT Temp C;66.5;%RH C      ;28.7;TA Temp C  ;29.4;TG Temp C  ;23.7;WET Temp C ;21.9;DP Temp C  
10;24/05/2003;09:03:08;25.3;WBGT Temp C;67.5;%RH C      ;28.6;TA Temp C  ;29.3;TG Temp C  ;23.7;WET Temp C ;21.9;DP Temp C  
11;24/05/2003;09:04:08;25.3;WBGT Temp C;65.7;%RH C      ;28.8;TA Temp C  ;29.2;TG Temp C  ;23.7;WET Temp C ;21.8;DP Temp C  
12;24/05/2003;09:05:08;25.3;WBGT Temp C;65.2;%RH C      ;29;TA Temp C  ;29.2;TG Temp C  ;23.7;WET Temp C ;21.7;DP Temp C  
13;24/05/2003;09:06:08;25.4;WBGT Temp C;65.5;%RH C      ;29;TA Temp C  ;29.4;TG Temp C  ;23.8;WET Temp C ;21.8;DP Temp C  
14;24/05/2003;09:07:08;25.4;WBGT Temp C;66.5;%RH C      ;28.9;TA Temp C  ;29.4;TG Temp C  ;23.8;WET Temp C ;22;DP Temp C  
15;24/05/2003;09:08:08;25.4;WBGT Temp C;66.4;%RH C      ;28.8;TA Temp C  ;29.4;TG Temp C  ;23.8;WET Temp C ;22;DP Temp C  
16;24/05/2003;09:09:08;25.3;WBGT Temp C;67.1;%RH C      ;28.6;TA Temp C  ;29.4;TG Temp C  ;23.7;WET Temp C ;21.8;DP Temp C  
17;24/05/2003;09:10:08;25.2;WBGT Temp C;65.9;%RH C      ;28.7;TA Temp C  ;29.4;TG Temp C  ;23.6;WET Temp C ;21.6;DP Temp C  
18;24/05/2003;09:11:08;25.3;WBGT Temp C;66.1;%RH C      ;28.7;TA Temp C  ;29.4;TG Temp C  ;23.7;WET Temp C ;21.8;DP Temp C  
19;24/05/2003;09:12:08;25.3;WBGT Temp C;66.2;%RH C      ;28.8;TA Temp C  ;29.5;TG Temp C  ;23.7;WET Temp C ;21.8;DP Temp C  
20;24/05/2003;09:13:08;25.2;WBGT Temp C;66.3;%RH C      ;28.7;TA Temp C  ;29.5;TG Temp C  ;23.6;WET Temp C ;21.7;DP Temp C  
21;24/05/2003;09:14:08;25.4;WBGT Temp C;65.3;%RH C      ;29;TA Temp C  ;29.6;TG Temp C  ;23.7;WET Temp C ;21.8;DP Temp C  
22;24/05/2003;09:15:08;25.3;WBGT Temp C;66;%RH C      ;28.8;TA Temp C  ;29.6;TG Temp C  ;23.7;WET Temp C ;21.8;DP Temp C  
23;24/05/2003;09:16:08;25.4;WBGT Temp C;66.8;%RH C      ;28.8;TA Temp C  ;29.6;TG Temp C  ;23.8;WET Temp C ;22;DP Temp C  
24;24/05/2003;09:17:08;25.4;WBGT Temp C;66.2;%RH C      ;28.9;TA Temp C  ;29.6;TG Temp C  ;23.8;WET Temp C ;21.9;DP Temp C  
25;24/05/2003;09:18:08;25.4;WBGT Temp C;66.1;%RH C      ;28.9;TA Temp C  ;29.7;TG Temp C  ;23.8;WET Temp C ;21.9;DP Temp C  
26;24/05/2003;09:19:08;25.5;WBGT Temp C;65.3;%RH C      ;29.1;TA Temp C  ;29.7;TG Temp C  ;23.7;WET Temp C ;21.8;DP Temp C  
27;24/05/2003;09:20:08;25.4;WBGT Temp C;65.1;%RH C      ;29;TA Temp C  ;29.7;TG Temp C  ;23.7;WET Temp C ;21.7;DP Temp C  
28;24/05/2003;09:21:08;25.3;WBGT Temp C;66;%RH C      ;28.7;TA Temp C  ;29.8;TG Temp C  ;23.6;WET Temp C ;21.7;DP Temp C  
29;24/05/2003;09:22:08;25.3;WBGT Temp C;66.3;%RH C      ;28.7;TA Temp C  ;29.7;TG Temp C  ;23.6;WET Temp C ;21.7;DP Temp C  
30;24/05/2003;09:23:08;25.4;WBGT Temp C;65.7;%RH C      ;28.9;TA Temp C  ;29.7;TG Temp C  ;23.7;WET Temp C ;21.8;DP Temp C  
31;24/05/2003;09:24:08;25.5;WBGT Temp C;65.1;%RH C      ;29;TA Temp C  ;29.8;TG Temp C  ;23.8;WET Temp C ;21.8;DP Temp C  
32;24/05/2003;09:25:08;25.4;WBGT Temp C;65.2;%RH C      ;29;TA Temp C  ;29.8;TG Temp C  ;23.7;WET Temp C ;21.7;DP Temp C  
33;24/05/2003;09:26:08;25.4;WBGT Temp C;64.4;%RH C      ;29;TA Temp C  ;29.9;TG Temp C  ;23.7;WET Temp C ;21.6;DP Temp C  
34;24/05/2003;09:27:08;25.2;WBGT Temp C;64.2;%RH C      ;28.7;TA Temp C  ;29.8;TG Temp C  ;23.4;WET Temp C ;21.3;DP Temp C  
35;24/05/2003;09:28:08;25.3;WBGT Temp C;65.1;%RH C      ;28.8;TA Temp C  ;29.7;TG Temp C  ;23.6;WET Temp C ;21.6;DP Temp C  
36;24/05/2003;09:29:08;25.4;WBGT Temp C;64.3;%RH C      ;29.1;TA Temp C  ;29.8;TG Temp C  ;23.6;WET Temp C ;21.6;DP Temp C  
37;24/05/2003;09:30:08;25.3;WBGT Temp C;64.4;%RH C      ;29;TA Temp C  ;29.8;TG Temp C  ;23.6;WET Temp C ;21.5;DP Temp C  
38;24/05/2003;09:31:08;25.4;WBGT Temp C;63.9;%RH C      ;29.1;TA Temp C  ;29.9;TG Temp C  ;23.6;WET Temp C ;21.5;DP Temp C  
39;24/05/2003;09:32:08;25.5;WBGT Temp C;63.7;%RH C      ;29.3;TA Temp C  ;29.9;TG Temp C  ;23.7;WET Temp C ;21.7;DP Temp C  
40;24/05/2003;09:33:08;25.5;WBGT Temp C;64.1;%RH C      ;29.2;TA Temp C  ;30.1;TG Temp C  ;23.7;WET Temp C ;21.7;DP Temp C  
41;24/05/2003;09:34:08;25.6;WBGT Temp C;64.1;%RH C      ;29.3;TA Temp C  ;30.1;TG Temp C  ;23.8;WET Temp C ;21.8;DP Temp C  
42;24/05/2003;09:35:08;25.6;WBGT Temp C;64.4;%RH C      ;29.2;TA Temp C  ;30.1;TG Temp C  ;23.8;WET Temp C ;21.8;DP Temp C  
43;24/05/2003;09:36:08;25.6;WBGT Temp C;63.5;%RH C      ;29.4;TA Temp C  ;30.2;TG Temp C  ;23.8;WET Temp C ;21.7;DP Temp C  
44;24/05/2003;09:37:08;25.5;WBGT Temp C;62.8;%RH C      ;29.4;TA Temp C  ;30.3;TG Temp C  ;23.7;WET Temp C ;21.5;DP Temp C  
45;24/05/2003;09:38:08;25.6;WBGT Temp C;63;%RH C      ;29.4;TA Temp C  ;30.4;TG Temp C  ;23.7;WET Temp C ;21.6;DP Temp C  
46;24/05/2003;09:39:08;25.5;WBGT Temp C;62.2;%RH C      ;29.4;TA Temp C  ;30.5;TG Temp C  ;23.6;WET Temp C ;21.4;DP Temp C  
47;24/05/2003;09:40:08;25.7;WBGT Temp C;62.4;%RH C      ;29.5;TA Temp C  ;30.6;TG Temp C  ;23.8;WET Temp C ;21.6;DP Temp C  
48;24/05/2003;09:41:08;25.5;WBGT Temp C;62.9;%RH C      ;29.3;TA Temp C  ;30.6;TG Temp C  ;23.6;WET Temp C ;21.4;DP Temp C  
49;24/05/2003;09:42:08;25.6;WBGT Temp C;62.6;%RH C      ;29.4;TA Temp C  ;30.6;TG Temp C  ;23.7;WET Temp C ;21.6;DP Temp C  
50;24/05/2003;09:43:08;25.7;WBGT Temp C;62.9;%RH C      ;29.4;TA Temp C  ;30.6;TG Temp C  ;23.8;WET Temp C ;21.6;DP Temp C  
51;24/05/2003;09:44:08;25.4;WBGT Temp C;64.2;%RH C      ;29;TA Temp C  ;30.6;TG Temp C  ;23.5;WET Temp C ;21.5;DP Temp C  
52;24/05/2003;09:45:08;25.5;WBGT Temp C;64.1;%RH C      ;29.1;TA Temp C  ;30.5;TG Temp C  ;23.6;WET Temp C ;21.6;DP Temp C  
53;24/05/2003;09:46:08;25.7;WBGT Temp C;62.8;%RH C      ;29.5;TA Temp C  ;30.7;TG Temp C  ;23.8;WET Temp C ;21.6;DP Temp C  
54;24/05/2003;09:47:08;25.7;WBGT Temp C;62.8;%RH C      ;29.6;TA Temp C  ;30.8;TG Temp C  ;23.8;WET Temp C ;21.7;DP Temp C  
55;24/05/2003;09:48:08;25.9;WBGT Temp C;63;%RH C      ;29.6;TA Temp C  ;30.8;TG Temp C  ;24;WET Temp C ;21.8;DP Temp C  
56;24/05/2003;09:49:08;25.9;WBGT Temp C;62.1;%RH C      ;29.9;TA Temp C  ;31;TG Temp C  ;24;WET Temp C ;21.8;DP Temp C  
57;24/05/2003;09:50:08;25.7;WBGT Temp C;61.6;%RH C      ;29.7;TA Temp C  ;31.1;TG Temp C  ;23.7;WET Temp C ;21.5;DP Temp C  
58;24/05/2003;09:51:08;25.6;WBGT Temp C;62;%RH C      ;29.5;TA Temp C  ;31;TG Temp C  ;23.6;WET Temp C ;21.4;DP Temp C  
59;24/05/2003;09:52:08;25.8;WBGT Temp C;61.9;%RH C      ;29.7;TA Temp C  ;31;TG Temp C  ;23.8;WET Temp C ;21.6;DP Temp C  
60;24/05/2003;09:53:08;25.8;WBGT Temp C;60.2;%RH C      ;30;TA Temp C  ;31.1;TG Temp C  ;23.7;WET Temp C ;21.4;DP Temp C  
61;24/05/2003;09:54:08;25.8;WBGT Temp C;60.2;%RH C      ;29.9;TA Temp C  ;31.2;TG Temp C  ;23.7;WET Temp C ;21.4;DP Temp C  
62;24/05/2003;09:55:08;25.7;WBGT Temp C;59.1;%RH C      ;30.1;TA Temp C  ;31.2;TG Temp C  ;23.6;WET Temp C ;21.2;DP Temp C  
63;24/05/2003;09:56:08;25.9;WBGT Temp C;59.3;%RH C      ;30.2;TA Temp C  ;31.2;TG Temp C  ;23.8;WET Temp C ;21.4;DP Temp C  
64;24/05/2003;09:57:08;25.8;WBGT Temp C;59.5;%RH C      ;30.1;TA Temp C  ;31.3;TG Temp C  ;23.7;WET Temp C ;21.3;DP Temp C  
65;24/05/2003;09:58:08;25.7;WBGT Temp C;59.2;%RH C      ;30;TA Temp C  ;31.3;TG Temp C  ;23.6;WET Temp C ;21.2;DP Temp C  
66;24/05/2003;09:59:08;25.8;WBGT Temp C;60.7;%RH C      ;29.8;TA Temp C  ;31.1;TG Temp C  ;23.7;WET Temp C ;21.4;DP Temp C  
67;24/05/2003;10:00:08;25.6;WBGT Temp C;60.5;%RH C      ;29.7;TA Temp C  ;31;TG Temp C  ;23.5;WET Temp C ;21.2;DP Temp C  
68;24/05/2003;10:01:08;25.4;WBGT Temp C;60.4;%RH C      ;29.5;TA Temp C  ;30.9;TG Temp C  ;23.3;WET Temp C ;21;DP Temp C  
69;24/05/2003;10:02:08;25.3;WBGT Temp C;61;%RH C      ;29.3;TA Temp C  ;30.7;TG Temp C  ;23.3;WET Temp C ;20.9;DP Temp C  
