Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit
1;24/05/2009;09:38:40;26.2;WBGT Temp C;59.6;%RH C      ;29.7;TA Temp C  ;32.5;TG Temp C  ;23.5;WET Temp C ;21;DP Temp C  
2;24/05/2009;09:39:40;27.5;WBGT Temp C;57.7;%RH C      ;31.9;TA Temp C  ;33.6;TG Temp C  ;25;WET Temp C ;22.6;DP Temp C  
3;24/05/2009;09:40:40;27.9;WBGT Temp C;50;%RH C      ;33.4;TA Temp C  ;35.6;TG Temp C  ;24.7;WET Temp C ;21.6;DP Temp C  
4;24/05/2009;09:41:40;28;WBGT Temp C;52.5;%RH C      ;32.1;TA Temp C  ;37.2;TG Temp C  ;24;WET Temp C ;21;DP Temp C  
5;24/05/2009;09:42:40;28.1;WBGT Temp C;53.7;%RH C      ;31.9;TA Temp C  ;37.3;TG Temp C  ;24.2;WET Temp C ;21.3;DP Temp C  
6;24/05/2009;09:43:40;27.8;WBGT Temp C;54.2;%RH C      ;31.7;TA Temp C  ;36.9;TG Temp C  ;24;WET Temp C ;21.2;DP Temp C  
7;24/05/2009;09:44:40;27.9;WBGT Temp C;55.2;%RH C      ;31.5;TA Temp C  ;36.8;TG Temp C  ;24.2;WET Temp C ;21.5;DP Temp C  
8;24/05/2009;09:45:40;28.1;WBGT Temp C;54;%RH C      ;31.9;TA Temp C  ;37.2;TG Temp C  ;24.2;WET Temp C ;21.4;DP Temp C  
9;24/05/2009;09:46:40;27.6;WBGT Temp C;55;%RH C      ;31.1;TA Temp C  ;36.9;TG Temp C  ;23.7;WET Temp C ;20.9;DP Temp C  
10;24/05/2009;09:47:40;27.7;WBGT Temp C;55.2;%RH C      ;31;TA Temp C  ;37.2;TG Temp C  ;23.7;WET Temp C ;20.9;DP Temp C  
11;24/05/2009;09:48:40;27.6;WBGT Temp C;54.8;%RH C      ;31;TA Temp C  ;37.2;TG Temp C  ;23.6;WET Temp C ;20.8;DP Temp C  
12;24/05/2009;09:49:40;28;WBGT Temp C;54.6;%RH C      ;31.5;TA Temp C  ;37.2;TG Temp C  ;24.1;WET Temp C ;21.3;DP Temp C  
13;24/05/2009;09:50:40;27.7;WBGT Temp C;54.3;%RH C      ;31.4;TA Temp C  ;36.6;TG Temp C  ;23.9;WET Temp C ;21;DP Temp C  
14;24/05/2009;09:51:40;27.6;WBGT Temp C;54.1;%RH C      ;31.5;TA Temp C  ;36.3;TG Temp C  ;23.9;WET Temp C ;21;DP Temp C  
15;24/05/2009;09:52:40;27.5;WBGT Temp C;55.2;%RH C      ;31.2;TA Temp C  ;36.2;TG Temp C  ;23.9;WET Temp C ;21.2;DP Temp C  
16;24/05/2009;09:53:40;27.5;WBGT Temp C;55.1;%RH C      ;31.2;TA Temp C  ;36;TG Temp C  ;24;WET Temp C ;21.2;DP Temp C  
17;24/05/2009;09:54:40;27.5;WBGT Temp C;53.9;%RH C      ;31.4;TA Temp C  ;36.5;TG Temp C  ;23.7;WET Temp C ;20.8;DP Temp C  
18;24/05/2009;09:55:40;27.4;WBGT Temp C;56.1;%RH C      ;30.7;TA Temp C  ;36.3;TG Temp C  ;23.6;WET Temp C ;20.9;DP Temp C  
19;24/05/2009;09:56:40;27.6;WBGT Temp C;54.5;%RH C      ;31.4;TA Temp C  ;36.4;TG Temp C  ;23.9;WET Temp C ;21.1;DP Temp C  
20;24/05/2009;09:57:40;27.8;WBGT Temp C;54.2;%RH C      ;31.5;TA Temp C  ;36.7;TG Temp C  ;24;WET Temp C ;21.2;DP Temp C  
21;24/05/2009;09:58:40;27.7;WBGT Temp C;53.6;%RH C      ;31.4;TA Temp C  ;37.1;TG Temp C  ;23.7;WET Temp C ;20.8;DP Temp C  
22;24/05/2009;09:59:40;27.7;WBGT Temp C;55.2;%RH C      ;31.1;TA Temp C  ;36.7;TG Temp C  ;23.9;WET Temp C ;21.1;DP Temp C  
23;24/05/2009;10:00:40;27.8;WBGT Temp C;55.3;%RH C      ;31.5;TA Temp C  ;36.5;TG Temp C  ;24.2;WET Temp C ;21.5;DP Temp C  
24;24/05/2009;10:01:40;27.8;WBGT Temp C;56;%RH C      ;31.3;TA Temp C  ;36.5;TG Temp C  ;24.2;WET Temp C ;21.5;DP Temp C  
25;24/05/2009;10:02:40;27.4;WBGT Temp C;55.9;%RH C      ;30.6;TA Temp C  ;36.5;TG Temp C  ;23.5;WET Temp C ;20.7;DP Temp C  
26;24/05/2009;10:03:40;27.6;WBGT Temp C;54.8;%RH C      ;31.3;TA Temp C  ;36.5;TG Temp C  ;23.9;WET Temp C ;21.2;DP Temp C  
27;24/05/2009;10:04:40;27.9;WBGT Temp C;52.6;%RH C      ;32;TA Temp C  ;37.3;TG Temp C  ;24;WET Temp C ;21;DP Temp C  
28;24/05/2009;10:05:40;27.9;WBGT Temp C;52.6;%RH C      ;31.8;TA Temp C  ;37.5;TG Temp C  ;23.9;WET Temp C ;20.9;DP Temp C  
29;24/05/2009;10:06:40;28.3;WBGT Temp C;52;%RH C      ;32.2;TA Temp C  ;37.9;TG Temp C  ;24.2;WET Temp C ;21.1;DP Temp C  
30;24/05/2009;10:07:40;28.1;WBGT Temp C;53.1;%RH C      ;32;TA Temp C  ;37.6;TG Temp C  ;24.1;WET Temp C ;21.2;DP Temp C  
31;24/05/2009;10:08:40;28.3;WBGT Temp C;53.7;%RH C      ;32.1;TA Temp C  ;37.7;TG Temp C  ;24.3;WET Temp C ;21.5;DP Temp C  
32;24/05/2009;10:09:40;28.3;WBGT Temp C;53.1;%RH C      ;32.1;TA Temp C  ;37.8;TG Temp C  ;24.3;WET Temp C ;21.4;DP Temp C  
33;24/05/2009;10:10:40;28.1;WBGT Temp C;53.8;%RH C      ;31.8;TA Temp C  ;37.7;TG Temp C  ;24.1;WET Temp C ;21.2;DP Temp C  
34;24/05/2009;10:11:40;28.1;WBGT Temp C;52.8;%RH C      ;31.9;TA Temp C  ;37.8;TG Temp C  ;24;WET Temp C ;21;DP Temp C  
35;24/05/2009;10:12:40;28;WBGT Temp C;53.4;%RH C      ;31.5;TA Temp C  ;37.9;TG Temp C  ;23.8;WET Temp C ;20.8;DP Temp C  
36;24/05/2009;10:13:40;28.2;WBGT Temp C;54.1;%RH C      ;31.6;TA Temp C  ;37.8;TG Temp C  ;24.1;WET Temp C ;21.2;DP Temp C  
37;24/05/2009;10:14:40;27.8;WBGT Temp C;55.1;%RH C      ;31;TA Temp C  ;37.5;TG Temp C  ;23.6;WET Temp C ;20.8;DP Temp C  
38;24/05/2009;10:15:40;28.2;WBGT Temp C;55.2;%RH C      ;31.7;TA Temp C  ;37.3;TG Temp C  ;24.4;WET Temp C ;21.6;DP Temp C  
39;24/05/2009;10:16:40;28.3;WBGT Temp C;53.1;%RH C      ;32.1;TA Temp C  ;37.9;TG Temp C  ;24.2;WET Temp C ;21.3;DP Temp C  
40;24/05/2009;10:17:40;28.4;WBGT Temp C;54.3;%RH C      ;31.8;TA Temp C  ;38;TG Temp C  ;24.3;WET Temp C ;21.5;DP Temp C  
41;24/05/2009;10:18:40;28.8;WBGT Temp C;51.4;%RH C      ;32.9;TA Temp C  ;38.7;TG Temp C  ;24.6;WET Temp C ;21.6;DP Temp C  
42;24/05/2009;10:19:40;28.8;WBGT Temp C;52.3;%RH C      ;32.7;TA Temp C  ;38.9;TG Temp C  ;24.6;WET Temp C ;21.6;DP Temp C  
43;24/05/2009;10:20:40;28.2;WBGT Temp C;50.9;%RH C      ;32.4;TA Temp C  ;37.9;TG Temp C  ;24.1;WET Temp C ;21;DP Temp C  
