Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit
1;17/05/2005;09:43:12;30.7;WBGT Temp C;29.3;%RH C      ;40.3;TA Temp C  ;44.1;TG Temp C  ;25;WET Temp C ;19;DP Temp C  
2;17/05/2005;09:44:12;31.1;WBGT Temp C;26.3;%RH C      ;41.7;TA Temp C  ;45.4;TG Temp C  ;25.1;WET Temp C ;18.6;DP Temp C  
3;17/05/2005;09:45:12;31.2;WBGT Temp C;25.9;%RH C      ;41.6;TA Temp C  ;46.2;TG Temp C  ;24.8;WET Temp C ;18.2;DP Temp C  
4;17/05/2005;09:46:12;31.4;WBGT Temp C;24.9;%RH C      ;42.6;TA Temp C  ;46.4;TG Temp C  ;25.1;WET Temp C ;18.3;DP Temp C  
5;17/05/2005;09:47:12;31.4;WBGT Temp C;25.5;%RH C      ;42;TA Temp C  ;46.5;TG Temp C  ;25;WET Temp C ;18.2;DP Temp C  
6;17/05/2005;09:48:12;31.1;WBGT Temp C;24.9;%RH C      ;42;TA Temp C  ;46.3;TG Temp C  ;24.6;WET Temp C ;17.6;DP Temp C  
7;17/05/2005;09:49:12;31.3;WBGT Temp C;25.3;%RH C      ;42.1;TA Temp C  ;46.1;TG Temp C  ;25;WET Temp C ;18.2;DP Temp C  
8;17/05/2005;09:50:12;31.5;WBGT Temp C;24;%RH C      ;43.1;TA Temp C  ;46.5;TG Temp C  ;25.1;WET Temp C ;18.1;DP Temp C  
9;17/05/2005;09:51:12;31.9;WBGT Temp C;24.1;%RH C      ;43.1;TA Temp C  ;47.3;TG Temp C  ;25.3;WET Temp C ;18.3;DP Temp C  
10;17/05/2005;09:52:12;32;WBGT Temp C;24.3;%RH C      ;43.1;TA Temp C  ;47.6;TG Temp C  ;25.4;WET Temp C ;18.6;DP Temp C  
11;17/05/2005;09:53:12;31.6;WBGT Temp C;24.1;%RH C      ;42.9;TA Temp C  ;47.3;TG Temp C  ;25;WET Temp C ;18;DP Temp C  
12;17/05/2005;09:54:12;31.4;WBGT Temp C;24.6;%RH C      ;42.3;TA Temp C  ;47.3;TG Temp C  ;24.8;WET Temp C ;17.8;DP Temp C  
13;17/05/2005;09:55:12;32.1;WBGT Temp C;22.5;%RH C      ;44.3;TA Temp C  ;47.6;TG Temp C  ;25.5;WET Temp C ;18.2;DP Temp C  
14;17/05/2005;09:56:12;32.1;WBGT Temp C;22.1;%RH C      ;44.5;TA Temp C  ;47.8;TG Temp C  ;25.5;WET Temp C ;17.9;DP Temp C  
15;17/05/2005;09:57:12;32.5;WBGT Temp C;21.1;%RH C      ;45.6;TA Temp C  ;48.3;TG Temp C  ;25.8;WET Temp C ;18.2;DP Temp C  
16;17/05/2005;09:58:12;32.3;WBGT Temp C;22.2;%RH C      ;44.5;TA Temp C  ;48.5;TG Temp C  ;25.4;WET Temp C ;17.9;DP Temp C  
17;17/05/2005;09:59:12;32.3;WBGT Temp C;21.5;%RH C      ;45;TA Temp C  ;48;TG Temp C  ;25.6;WET Temp C ;18;DP Temp C  
18;17/05/2005;10:00:12;32.1;WBGT Temp C;21.1;%RH C      ;45.2;TA Temp C  ;47.7;TG Temp C  ;25.5;WET Temp C ;17.9;DP Temp C  
19;17/05/2005;10:01:12;32.4;WBGT Temp C;21.4;%RH C      ;45.4;TA Temp C  ;47.9;TG Temp C  ;25.9;WET Temp C ;18.3;DP Temp C  
20;17/05/2005;10:02:12;31.8;WBGT Temp C;23.1;%RH C      ;43.2;TA Temp C  ;48;TG Temp C  ;25;WET Temp C ;17.7;DP Temp C  
21;17/05/2005;10:03:12;32.4;WBGT Temp C;20.8;%RH C      ;45.6;TA Temp C  ;48.3;TG Temp C  ;25.6;WET Temp C ;17.9;DP Temp C  
22;17/05/2005;10:04:12;32.7;WBGT Temp C;20.4;%RH C      ;46.1;TA Temp C  ;48.9;TG Temp C  ;25.8;WET Temp C ;18;DP Temp C  
23;17/05/2005;10:05:12;32.4;WBGT Temp C;21.2;%RH C      ;45;TA Temp C  ;49.2;TG Temp C  ;25.3;WET Temp C ;17.5;DP Temp C  
24;17/05/2005;10:06:12;32.2;WBGT Temp C;23.1;%RH C      ;43.7;TA Temp C  ;48.5;TG Temp C  ;25.3;WET Temp C ;18.1;DP Temp C  
25;17/05/2005;10:07:12;32.2;WBGT Temp C;22;%RH C      ;44.2;TA Temp C  ;48.7;TG Temp C  ;25.2;WET Temp C ;17.6;DP Temp C  
26;17/05/2005;10:08:12;32.2;WBGT Temp C;22.8;%RH C      ;43.6;TA Temp C  ;48.9;TG Temp C  ;25.1;WET Temp C ;17.7;DP Temp C  
27;17/05/2005;10:09:12;31.9;WBGT Temp C;23.1;%RH C      ;43.1;TA Temp C  ;48.5;TG Temp C  ;24.8;WET Temp C ;17.5;DP Temp C  
28;17/05/2005;10:10:12;32.1;WBGT Temp C;21.6;%RH C      ;44.5;TA Temp C  ;48.5;TG Temp C  ;25.2;WET Temp C ;17.6;DP Temp C  
29;17/05/2005;10:11:12;32;WBGT Temp C;21.8;%RH C      ;43.9;TA Temp C  ;48.8;TG Temp C  ;24.8;WET Temp C ;17.2;DP Temp C  
30;17/05/2005;10:12:12;31.7;WBGT Temp C;22.5;%RH C      ;43.4;TA Temp C  ;48.3;TG Temp C  ;24.7;WET Temp C ;17.2;DP Temp C  
31;17/05/2005;10:13:12;32.4;WBGT Temp C;21.2;%RH C      ;45.3;TA Temp C  ;48.3;TG Temp C  ;25.7;WET Temp C ;18.1;DP Temp C  
32;17/05/2005;10:14:12;32.7;WBGT Temp C;19.6;%RH C      ;46.4;TA Temp C  ;49.3;TG Temp C  ;25.7;WET Temp C ;17.7;DP Temp C  
33;17/05/2005;10:15:12;32.7;WBGT Temp C;19.7;%RH C      ;46.2;TA Temp C  ;49.4;TG Temp C  ;25.6;WET Temp C ;17.5;DP Temp C  
34;17/05/2005;10:16:12;32.9;WBGT Temp C;18.7;%RH C      ;47.3;TA Temp C  ;49.4;TG Temp C  ;25.9;WET Temp C ;17.6;DP Temp C  
35;17/05/2005;10:17:12;32.6;WBGT Temp C;19.9;%RH C      ;45.7;TA Temp C  ;49.6;TG Temp C  ;25.4;WET Temp C ;17.3;DP Temp C  
36;17/05/2005;10:18:12;33.2;WBGT Temp C;18.7;%RH C      ;47.5;TA Temp C  ;49.8;TG Temp C  ;26.1;WET Temp C ;17.8;DP Temp C  
37;17/05/2005;10:19:12;33.2;WBGT Temp C;18.2;%RH C      ;47.8;TA Temp C  ;50.1;TG Temp C  ;26;WET Temp C ;17.6;DP Temp C  
38;17/05/2005;10:20:12;32.8;WBGT Temp C;18.6;%RH C      ;47.1;TA Temp C  ;49.8;TG Temp C  ;25.6;WET Temp C ;17.2;DP Temp C  
39;17/05/2005;10:21:12;33.1;WBGT Temp C;18.1;%RH C      ;47.9;TA Temp C  ;49.9;TG Temp C  ;26;WET Temp C ;17.5;DP Temp C  
40;17/05/2005;10:22:12;33.3;WBGT Temp C;19.6;%RH C      ;46.8;TA Temp C  ;50.4;TG Temp C  ;26.1;WET Temp C ;18.1;DP Temp C  
41;17/05/2005;10:23:12;33.1;WBGT Temp C;18.7;%RH C      ;46.9;TA Temp C  ;51.1;TG Temp C  ;25.5;WET Temp C ;16.9;DP Temp C  
42;17/05/2005;10:24:12;33;WBGT Temp C;18.6;%RH C      ;47.3;TA Temp C  ;50.3;TG Temp C  ;25.7;WET Temp C ;17.2;DP Temp C  
43;17/05/2005;10:25:12;32.3;WBGT Temp C;21.7;%RH C      ;44.1;TA Temp C  ;49.3;TG Temp C  ;25.1;WET Temp C ;17.4;DP Temp C  
44;17/05/2005;10:26:12;32.5;WBGT Temp C;20.9;%RH C      ;44.9;TA Temp C  ;49.3;TG Temp C  ;25.3;WET Temp C ;17.6;DP Temp C  
45;17/05/2005;10:27:12;32.8;WBGT Temp C;19.3;%RH C      ;46.4;TA Temp C  ;49.4;TG Temp C  ;25.7;WET Temp C ;17.5;DP Temp C  
46;17/05/2005;10:28:12;32.5;WBGT Temp C;20.1;%RH C      ;45.4;TA Temp C  ;49.7;TG Temp C  ;25.2;WET Temp C ;17.2;DP Temp C  
47;17/05/2005;10:29:12;32.8;WBGT Temp C;20.4;%RH C      ;45.5;TA Temp C  ;49.9;TG Temp C  ;25.5;WET Temp C ;17.7;DP Temp C  
48;17/05/2005;10:30:12;33;WBGT Temp C;18.9;%RH C      ;46.9;TA Temp C  ;50;TG Temp C  ;25.8;WET Temp C ;17.5;DP Temp C  
49;17/05/2005;10:31:12;32.8;WBGT Temp C;19.4;%RH C      ;46.5;TA Temp C  ;49.6;TG Temp C  ;25.7;WET Temp C ;17.6;DP Temp C  
50;17/05/2005;10:32:12;33.1;WBGT Temp C;18.7;%RH C      ;47.2;TA Temp C  ;49.9;TG Temp C  ;25.9;WET Temp C ;17.6;DP Temp C  
51;17/05/2005;10:33:12;33.8;WBGT Temp C;17.7;%RH C      ;48.6;TA Temp C  ;51.2;TG Temp C  ;26.4;WET Temp C ;17.9;DP Temp C  
52;17/05/2005;10:34:12;33.8;WBGT Temp C;17.2;%RH C      ;48.6;TA Temp C  ;52.2;TG Temp C  ;26;WET Temp C ;17.2;DP Temp C  
53;17/05/2005;10:35:12;34.1;WBGT Temp C;16.6;%RH C      ;49.7;TA Temp C  ;52.1;TG Temp C  ;26.4;WET Temp C ;17.5;DP Temp C  
54;17/05/2005;10:36:12;34.1;WBGT Temp C;16.4;%RH C      ;49.7;TA Temp C  ;52.3;TG Temp C  ;26.4;WET Temp C ;17.4;DP Temp C  
55;17/05/2005;10:37:12;34.4;WBGT Temp C;16.2;%RH C      ;50.2;TA Temp C  ;52.4;TG Temp C  ;26.7;WET Temp C ;17.8;DP Temp C  
56;17/05/2005;10:38:12;34.4;WBGT Temp C;16.1;%RH C      ;50.2;TA Temp C  ;52.8;TG Temp C  ;26.5;WET Temp C ;17.5;DP Temp C  
57;17/05/2005;10:39:12;34.1;WBGT Temp C;17.5;%RH C      ;48.5;TA Temp C  ;52.7;TG Temp C  ;26.2;WET Temp C ;17.6;DP Temp C  
58;17/05/2005;10:40:12;33.9;WBGT Temp C;17.6;%RH C      ;48.1;TA Temp C  ;52.6;TG Temp C  ;25.9;WET Temp C ;17.2;DP Temp C  
59;17/05/2005;10:41:12;33.9;WBGT Temp C;17;%RH C      ;48.6;TA Temp C  ;53;TG Temp C  ;25.8;WET Temp C ;16.9;DP Temp C  
60;17/05/2005;10:42:12;34.7;WBGT Temp C;15.2;%RH C      ;51.2;TA Temp C  ;53.5;TG Temp C  ;26.7;WET Temp C ;17.4;DP Temp C  
61;17/05/2005;10:43:12;33.7;WBGT Temp C;17.4;%RH C      ;48.2;TA Temp C  ;52.6;TG Temp C  ;25.8;WET Temp C ;17;DP Temp C  
62;17/05/2005;10:44:12;34.5;WBGT Temp C;15.9;%RH C      ;50.5;TA Temp C  ;52.7;TG Temp C  ;26.7;WET Temp C ;17.7;DP Temp C  
63;17/05/2005;10:45:12;34.4;WBGT Temp C;15.4;%RH C      ;50.9;TA Temp C  ;52.9;TG Temp C  ;26.5;WET Temp C ;17.3;DP Temp C  
64;17/05/2005;10:46:12;34.4;WBGT Temp C;14.5;%RH C      ;51.7;TA Temp C  ;53.3;TG Temp C  ;26.4;WET Temp C ;16.7;DP Temp C  
65;17/05/2005;10:47:12;34.3;WBGT Temp C;16.3;%RH C      ;49.7;TA Temp C  ;52.9;TG Temp C  ;26.4;WET Temp C ;17.5;DP Temp C  
66;17/05/2005;10:48:12;34;WBGT Temp C;15.4;%RH C      ;50.8;TA Temp C  ;51.8;TG Temp C  ;26.5;WET Temp C ;17.3;DP Temp C  
67;17/05/2005;10:49:12;34.2;WBGT Temp C;14.4;%RH C      ;51.7;TA Temp C  ;52;TG Temp C  ;26.6;WET Temp C ;17;DP Temp C  
68;17/05/2005;10:50:12;33.6;WBGT Temp C;14.9;%RH C      ;50.6;TA Temp C  ;51.6;TG Temp C  ;26;WET Temp C ;16.3;DP Temp C  
69;17/05/2005;10:51:12;33.9;WBGT Temp C;14.5;%RH C      ;51.3;TA Temp C  ;51.5;TG Temp C  ;26.4;WET Temp C ;16.7;DP Temp C  
70;17/05/2005;10:52:12;33.8;WBGT Temp C;15.2;%RH C      ;50.4;TA Temp C  ;51.6;TG Temp C  ;26.2;WET Temp C ;16.7;DP Temp C  
71;17/05/2005;10:53:12;33.9;WBGT Temp C;16.5;%RH C      ;49.1;TA Temp C  ;52.1;TG Temp C  ;26.1;WET Temp C ;17.1;DP Temp C  
72;17/05/2005;10:54:12;34.4;WBGT Temp C;14.6;%RH C      ;51.4;TA Temp C  ;53.1;TG Temp C  ;26.4;WET Temp C ;16.7;DP Temp C  
73;17/05/2005;10:55:12;34.8;WBGT Temp C;15.7;%RH C      ;50.6;TA Temp C  ;53.7;TG Temp C  ;26.7;WET Temp C ;17.6;DP Temp C  
74;17/05/2005;10:56:12;35.2;WBGT Temp C;14.9;%RH C      ;51.6;TA Temp C  ;54.7;TG Temp C  ;26.9;WET Temp C ;17.5;DP Temp C  
75;17/05/2005;10:57:12;34.8;WBGT Temp C;14.7;%RH C      ;51.1;TA Temp C  ;54.8;TG Temp C  ;26.3;WET Temp C ;16.6;DP Temp C  
76;17/05/2005;10:58:12;34.7;WBGT Temp C;14.5;%RH C      ;51.6;TA Temp C  ;53.6;TG Temp C  ;26.6;WET Temp C ;17;DP Temp C  
77;17/05/2005;10:59:12;34.7;WBGT Temp C;15.8;%RH C      ;50.4;TA Temp C  ;53.8;TG Temp C  ;26.6;WET Temp C ;17.5;DP Temp C  
78;17/05/2005;11:00:12;34.5;WBGT Temp C;15.6;%RH C      ;49.9;TA Temp C  ;54.1;TG Temp C  ;26.1;WET Temp C ;16.8;DP Temp C  
79;17/05/2005;11:01:12;34.7;WBGT Temp C;14.4;%RH C      ;51.5;TA Temp C  ;53.6;TG Temp C  ;26.6;WET Temp C ;16.9;DP Temp C  
80;17/05/2005;11:02:12;34.7;WBGT Temp C;15.4;%RH C      ;50.8;TA Temp C  ;53.9;TG Temp C  ;26.5;WET Temp C ;17.3;DP Temp C  
81;17/05/2005;11:03:12;34.5;WBGT Temp C;15.6;%RH C      ;50;TA Temp C  ;54.1;TG Temp C  ;26.2;WET Temp C ;16.8;DP Temp C  
82;17/05/2005;11:04:12;35.1;WBGT Temp C;13.6;%RH C      ;52.9;TA Temp C  ;54.3;TG Temp C  ;26.9;WET Temp C ;16.9;DP Temp C  
83;17/05/2005;11:05:12;34.7;WBGT Temp C;14.7;%RH C      ;51.5;TA Temp C  ;53.4;TG Temp C  ;26.7;WET Temp C ;17.2;DP Temp C  
84;17/05/2005;11:06:12;34.4;WBGT Temp C;14.7;%RH C      ;51.2;TA Temp C  ;53.6;TG Temp C  ;26.4;WET Temp C ;16.8;DP Temp C  
85;17/05/2005;11:07:12;34.4;WBGT Temp C;14.9;%RH C      ;51;TA Temp C  ;53.3;TG Temp C  ;26.3;WET Temp C ;16.7;DP Temp C  
86;17/05/2005;11:08:12;34.2;WBGT Temp C;16.7;%RH C      ;48.8;TA Temp C  ;53.9;TG Temp C  ;25.8;WET Temp C ;16.8;DP Temp C  
87;17/05/2005;11:09:12;35;WBGT Temp C;15.3;%RH C      ;50.9;TA Temp C  ;54.6;TG Temp C  ;26.6;WET Temp C ;17.3;DP Temp C  
