Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit
1;19/05/2002;09:10:03;26.6;WBGT Temp C;41.2;%RH C      ;33.5;TA Temp C  ;36.4;TG Temp C  ;22.9;WET Temp C ;18.5;DP Temp C  
2;19/05/2002;09:11:03;26.9;WBGT Temp C;40.1;%RH C      ;34.3;TA Temp C  ;36.6;TG Temp C  ;23.2;WET Temp C ;18.7;DP Temp C  
3;19/05/2002;09:12:03;26.8;WBGT Temp C;40.6;%RH C      ;33.8;TA Temp C  ;36.9;TG Temp C  ;23;WET Temp C ;18.5;DP Temp C  
4;19/05/2002;09:13:03;26.7;WBGT Temp C;40.8;%RH C      ;33.6;TA Temp C  ;36.7;TG Temp C  ;22.9;WET Temp C ;18.4;DP Temp C  
5;19/05/2002;09:14:03;26.8;WBGT Temp C;40.8;%RH C      ;33.8;TA Temp C  ;36.6;TG Temp C  ;23;WET Temp C ;18.6;DP Temp C  
6;19/05/2002;09:15:03;27;WBGT Temp C;39.5;%RH C      ;34.3;TA Temp C  ;37.1;TG Temp C  ;23.2;WET Temp C ;18.6;DP Temp C  
7;19/05/2002;09:16:03;27.1;WBGT Temp C;38.5;%RH C      ;34.4;TA Temp C  ;37.4;TG Temp C  ;23;WET Temp C ;18.3;DP Temp C  
8;19/05/2002;09:17:03;27;WBGT Temp C;39;%RH C      ;34.2;TA Temp C  ;37.4;TG Temp C  ;23;WET Temp C ;18.3;DP Temp C  
9;19/05/2002;09:18:03;27.3;WBGT Temp C;38.2;%RH C      ;34.8;TA Temp C  ;37.6;TG Temp C  ;23.3;WET Temp C ;18.5;DP Temp C  
10;19/05/2002;09:19:03;27;WBGT Temp C;38;%RH C      ;34.5;TA Temp C  ;37.8;TG Temp C  ;22.9;WET Temp C ;18.1;DP Temp C  
11;19/05/2002;09:20:03;27.1;WBGT Temp C;38;%RH C      ;34.8;TA Temp C  ;37.6;TG Temp C  ;23.1;WET Temp C ;18.3;DP Temp C  
12;19/05/2002;09:21:03;27.4;WBGT Temp C;37.5;%RH C      ;35.1;TA Temp C  ;38;TG Temp C  ;23.3;WET Temp C ;18.4;DP Temp C  
13;19/05/2002;09:22:03;27.4;WBGT Temp C;35.8;%RH C      ;35.5;TA Temp C  ;38.4;TG Temp C  ;23.1;WET Temp C ;18;DP Temp C  
14;19/05/2002;09:23:03;27.6;WBGT Temp C;35.4;%RH C      ;35.8;TA Temp C  ;38.8;TG Temp C  ;23.3;WET Temp C ;18.2;DP Temp C  
15;19/05/2002;09:24:03;27.7;WBGT Temp C;35.1;%RH C      ;35.9;TA Temp C  ;39;TG Temp C  ;23.3;WET Temp C ;18;DP Temp C  
16;19/05/2002;09:25:03;27.9;WBGT Temp C;35.8;%RH C      ;36;TA Temp C  ;39.1;TG Temp C  ;23.6;WET Temp C ;18.5;DP Temp C  
17;19/05/2002;09:26:03;27.7;WBGT Temp C;34.8;%RH C      ;36.1;TA Temp C  ;39.3;TG Temp C  ;23.3;WET Temp C ;18.1;DP Temp C  
18;19/05/2002;09:27:03;27.8;WBGT Temp C;35.2;%RH C      ;36;TA Temp C  ;39.1;TG Temp C  ;23.4;WET Temp C ;18.2;DP Temp C  
19;19/05/2002;09:28:03;27.7;WBGT Temp C;34.5;%RH C      ;36.2;TA Temp C  ;39.3;TG Temp C  ;23.3;WET Temp C ;18;DP Temp C  
20;19/05/2002;09:29:03;27.8;WBGT Temp C;35.2;%RH C      ;36;TA Temp C  ;39.3;TG Temp C  ;23.4;WET Temp C ;18.2;DP Temp C  
21;19/05/2002;09:30:03;27.2;WBGT Temp C;36.5;%RH C      ;34.9;TA Temp C  ;38.7;TG Temp C  ;22.9;WET Temp C ;17.9;DP Temp C  
22;19/05/2002;09:31:03;27;WBGT Temp C;37.4;%RH C      ;34.6;TA Temp C  ;38;TG Temp C  ;22.8;WET Temp C ;17.9;DP Temp C  
23;19/05/2002;09:32:03;27;WBGT Temp C;37.5;%RH C      ;34.7;TA Temp C  ;37.6;TG Temp C  ;22.9;WET Temp C ;18;DP Temp C  
24;19/05/2002;09:33:03;27.4;WBGT Temp C;36.7;%RH C      ;35.4;TA Temp C  ;37.8;TG Temp C  ;23.4;WET Temp C ;18.4;DP Temp C  
25;19/05/2002;09:34:03;27.1;WBGT Temp C;37.2;%RH C      ;34.8;TA Temp C  ;37.8;TG Temp C  ;23;WET Temp C ;18;DP Temp C  
26;19/05/2002;09:35:03;26.9;WBGT Temp C;37.6;%RH C      ;34.4;TA Temp C  ;37.5;TG Temp C  ;22.8;WET Temp C ;17.9;DP Temp C  
27;19/05/2002;09:36:03;27.1;WBGT Temp C;37.1;%RH C      ;34.9;TA Temp C  ;37.5;TG Temp C  ;23.1;WET Temp C ;18.1;DP Temp C  
28;19/05/2002;09:37:03;27.2;WBGT Temp C;37.1;%RH C      ;35.1;TA Temp C  ;37.6;TG Temp C  ;23.2;WET Temp C ;18.3;DP Temp C  
29;19/05/2002;09:38:03;27.4;WBGT Temp C;35.6;%RH C      ;35.6;TA Temp C  ;38.2;TG Temp C  ;23.2;WET Temp C ;18;DP Temp C  
