Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit
1;24/05/2008;09:32:10;27;WBGT Temp C;58.6;%RH C      ;30.3;TA Temp C  ;34.8;TG Temp C  ;23.7;WET Temp C ;21.2;DP Temp C  
2;24/05/2008;09:33:10;27.2;WBGT Temp C;57.5;%RH C      ;30.5;TA Temp C  ;35.4;TG Temp C  ;23.7;WET Temp C ;21.1;DP Temp C  
3;24/05/2008;09:34:10;27.4;WBGT Temp C;58.1;%RH C      ;30.5;TA Temp C  ;36.1;TG Temp C  ;23.8;WET Temp C ;21.3;DP Temp C  
4;24/05/2008;09:35:10;27.2;WBGT Temp C;59.2;%RH C      ;29.8;TA Temp C  ;36.3;TG Temp C  ;23.4;WET Temp C ;20.9;DP Temp C  
5;24/05/2008;09:36:10;27.3;WBGT Temp C;59;%RH C      ;30.1;TA Temp C  ;36.2;TG Temp C  ;23.6;WET Temp C ;21.2;DP Temp C  
6;24/05/2008;09:37:10;27.5;WBGT Temp C;58.4;%RH C      ;30.1;TA Temp C  ;36.8;TG Temp C  ;23.6;WET Temp C ;21.1;DP Temp C  
7;24/05/2008;09:38:10;27.6;WBGT Temp C;58.3;%RH C      ;30.2;TA Temp C  ;37;TG Temp C  ;23.7;WET Temp C ;21.1;DP Temp C  
8;24/05/2008;09:39:10;27.5;WBGT Temp C;59.9;%RH C      ;29.7;TA Temp C  ;37.3;TG Temp C  ;23.4;WET Temp C ;21;DP Temp C  
9;24/05/2008;09:40:10;27.6;WBGT Temp C;58.2;%RH C      ;30.3;TA Temp C  ;37.2;TG Temp C  ;23.6;WET Temp C ;21.1;DP Temp C  
10;24/05/2008;09:41:10;28;WBGT Temp C;57.6;%RH C      ;30.6;TA Temp C  ;37.8;TG Temp C  ;23.9;WET Temp C ;21.3;DP Temp C  
11;24/05/2008;09:42:10;28.1;WBGT Temp C;57;%RH C      ;30.7;TA Temp C  ;38.4;TG Temp C  ;23.8;WET Temp C ;21.1;DP Temp C  
12;24/05/2008;09:43:10;28.1;WBGT Temp C;56.1;%RH C      ;31;TA Temp C  ;38.3;TG Temp C  ;23.8;WET Temp C ;21.2;DP Temp C  
13;24/05/2008;09:44:10;28;WBGT Temp C;57.3;%RH C      ;30.5;TA Temp C  ;38.3;TG Temp C  ;23.6;WET Temp C ;21;DP Temp C  
14;24/05/2008;09:45:10;27.9;WBGT Temp C;57.6;%RH C      ;30.6;TA Temp C  ;37.5;TG Temp C  ;23.8;WET Temp C ;21.2;DP Temp C  
15;24/05/2008;09:46:10;27.8;WBGT Temp C;57.2;%RH C      ;30.8;TA Temp C  ;37.2;TG Temp C  ;23.9;WET Temp C ;21.3;DP Temp C  
16;24/05/2008;09:47:10;27.9;WBGT Temp C;56.9;%RH C      ;30.9;TA Temp C  ;37.2;TG Temp C  ;24;WET Temp C ;21.4;DP Temp C  
17;24/05/2008;09:48:10;27.7;WBGT Temp C;57;%RH C      ;30.6;TA Temp C  ;37.1;TG Temp C  ;23.7;WET Temp C ;21.1;DP Temp C  
18;24/05/2008;09:49:10;27.5;WBGT Temp C;57.4;%RH C      ;30.5;TA Temp C  ;36.7;TG Temp C  ;23.7;WET Temp C ;21.1;DP Temp C  
19;24/05/2008;09:50:10;27.3;WBGT Temp C;58.3;%RH C      ;30.1;TA Temp C  ;36.2;TG Temp C  ;23.5;WET Temp C ;21;DP Temp C  
20;24/05/2008;09:51:10;27.2;WBGT Temp C;58.7;%RH C      ;30.1;TA Temp C  ;35.7;TG Temp C  ;23.6;WET Temp C ;21.1;DP Temp C  
21;24/05/2008;09:52:10;27.2;WBGT Temp C;57.2;%RH C      ;30.5;TA Temp C  ;35.6;TG Temp C  ;23.7;WET Temp C ;21.1;DP Temp C  
22;24/05/2008;09:53:10;26.9;WBGT Temp C;59.3;%RH C      ;29.8;TA Temp C  ;35.3;TG Temp C  ;23.4;WET Temp C ;21;DP Temp C  
23;24/05/2008;09:54:10;27.1;WBGT Temp C;57.2;%RH C      ;30.6;TA Temp C  ;35.2;TG Temp C  ;23.7;WET Temp C ;21.1;DP Temp C  
24;24/05/2008;09:55:10;27;WBGT Temp C;58.5;%RH C      ;30;TA Temp C  ;35.2;TG Temp C  ;23.5;WET Temp C ;21;DP Temp C  
25;24/05/2008;09:56:10;26.9;WBGT Temp C;58.1;%RH C      ;30.2;TA Temp C  ;35;TG Temp C  ;23.5;WET Temp C ;21;DP Temp C  
26;24/05/2008;09:57:10;27.1;WBGT Temp C;55.9;%RH C      ;30.9;TA Temp C  ;35.3;TG Temp C  ;23.7;WET Temp C ;21;DP Temp C  
27;24/05/2008;09:58:10;26.9;WBGT Temp C;57.2;%RH C      ;30.1;TA Temp C  ;35.5;TG Temp C  ;23.3;WET Temp C ;20.6;DP Temp C  
28;24/05/2008;09:59:10;27;WBGT Temp C;57.7;%RH C      ;30.2;TA Temp C  ;35;TG Temp C  ;23.5;WET Temp C ;20.9;DP Temp C  
29;24/05/2008;10:00:10;27;WBGT Temp C;57.6;%RH C      ;30.4;TA Temp C  ;35.2;TG Temp C  ;23.6;WET Temp C ;21;DP Temp C  
30;24/05/2008;10:01:10;27.3;WBGT Temp C;56.7;%RH C      ;30.8;TA Temp C  ;35.6;TG Temp C  ;23.8;WET Temp C ;21.2;DP Temp C  
31;24/05/2008;10:02:10;27.5;WBGT Temp C;56.3;%RH C      ;30.9;TA Temp C  ;36;TG Temp C  ;23.9;WET Temp C ;21.2;DP Temp C  
32;24/05/2008;10:03:10;27.7;WBGT Temp C;55.5;%RH C      ;31.2;TA Temp C  ;36.5;TG Temp C  ;24;WET Temp C ;21.3;DP Temp C  
33;24/05/2008;10:04:10;27.7;WBGT Temp C;55.9;%RH C      ;31;TA Temp C  ;37.1;TG Temp C  ;23.7;WET Temp C ;21;DP Temp C  
34;24/05/2008;10:05:10;27.9;WBGT Temp C;54.8;%RH C      ;31.3;TA Temp C  ;37.5;TG Temp C  ;23.9;WET Temp C ;21.1;DP Temp C  
35;24/05/2008;10:06:10;27.6;WBGT Temp C;57.1;%RH C      ;30.5;TA Temp C  ;37.1;TG Temp C  ;23.7;WET Temp C ;21.1;DP Temp C  
40;24/05/2008;10:09:10;27.4;WBGT Temp C;56.6;%RH C      ;30.5;TA Temp C  ;36.7;TG Temp C  ;23.5;WET Temp C ;20.8;DP Temp C  
41;24/05/2008;10:10:10;27.6;WBGT Temp C;55.5;%RH C      ;31;TA Temp C  ;36.8;TG Temp C  ;23.7;WET Temp C ;21;DP Temp C  
42;24/05/2008;10:11:10;27.7;WBGT Temp C;55.4;%RH C      ;31.1;TA Temp C  ;36.9;TG Temp C  ;23.8;WET Temp C ;21.1;DP Temp C  
43;24/05/2008;10:12:10;27.5;WBGT Temp C;56.3;%RH C      ;30.7;TA Temp C  ;36.6;TG Temp C  ;23.7;WET Temp C ;21;DP Temp C  
44;24/05/2008;10:13:10;27.2;WBGT Temp C;57.8;%RH C      ;30.2;TA Temp C  ;36.1;TG Temp C  ;23.5;WET Temp C ;20.9;DP Temp C  
45;24/05/2008;10:14:10;27.3;WBGT Temp C;56.7;%RH C      ;30.7;TA Temp C  ;36;TG Temp C  ;23.7;WET Temp C ;21.1;DP Temp C  
46;24/05/2008;10:15:10;27.7;WBGT Temp C;54.7;%RH C      ;31.5;TA Temp C  ;36.5;TG Temp C  ;24;WET Temp C ;21.2;DP Temp C  
47;24/05/2008;10:16:10;28;WBGT Temp C;54;%RH C      ;31.7;TA Temp C  ;37.1;TG Temp C  ;24.1;WET Temp C ;21.3;DP Temp C  
48;24/05/2008;10:17:10;27.8;WBGT Temp C;54.7;%RH C      ;31.1;TA Temp C  ;37.6;TG Temp C  ;23.7;WET Temp C ;20.8;DP Temp C  
49;24/05/2008;10:18:10;28.1;WBGT Temp C;53.5;%RH C      ;31.6;TA Temp C  ;37.9;TG Temp C  ;24;WET Temp C ;21;DP Temp C  
50;24/05/2008;10:19:10;27.9;WBGT Temp C;53.8;%RH C      ;31.1;TA Temp C  ;38.4;TG Temp C  ;23.5;WET Temp C ;20.6;DP Temp C  
51;24/05/2008;10:20:10;28;WBGT Temp C;54.8;%RH C      ;31;TA Temp C  ;38.4;TG Temp C  ;23.6;WET Temp C ;20.8;DP Temp C  
52;24/05/2008;10:21:10;28.1;WBGT Temp C;54.8;%RH C      ;31.3;TA Temp C  ;38;TG Temp C  ;23.9;WET Temp C ;21.1;DP Temp C  
53;24/05/2008;10:22:10;27.9;WBGT Temp C;55.2;%RH C      ;31.1;TA Temp C  ;37.5;TG Temp C  ;23.9;WET Temp C ;21.1;DP Temp C  
54;24/05/2008;10:23:10;27.9;WBGT Temp C;53.7;%RH C      ;31.6;TA Temp C  ;37.5;TG Temp C  ;23.9;WET Temp C ;21;DP Temp C  
55;24/05/2008;10:24:10;28.1;WBGT Temp C;53.2;%RH C      ;31.7;TA Temp C  ;38.2;TG Temp C  ;23.9;WET Temp C ;20.9;DP Temp C  
56;24/05/2008;10:25:10;28;WBGT Temp C;54.5;%RH C      ;31.2;TA Temp C  ;38.1;TG Temp C  ;23.8;WET Temp C ;21;DP Temp C  
57;24/05/2008;10:26:10;27.8;WBGT Temp C;55.1;%RH C      ;31;TA Temp C  ;37.8;TG Temp C  ;23.7;WET Temp C ;21;DP Temp C  
58;24/05/2008;10:27:10;27.4;WBGT Temp C;55.7;%RH C      ;30.6;TA Temp C  ;36.8;TG Temp C  ;23.4;WET Temp C ;20.7;DP Temp C  
59;24/05/2008;10:28:10;27.4;WBGT Temp C;53.9;%RH C      ;31.1;TA Temp C  ;36.7;TG Temp C  ;23.6;WET Temp C ;20.7;DP Temp C  
60;24/05/2008;10:29:10;27.7;WBGT Temp C;52.9;%RH C      ;31.5;TA Temp C  ;36.8;TG Temp C  ;23.8;WET Temp C ;20.8;DP Temp C  
61;24/05/2008;10:30:10;27.7;WBGT Temp C;53.2;%RH C      ;31.4;TA Temp C  ;37.1;TG Temp C  ;23.6;WET Temp C ;20.7;DP Temp C  
