Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit
1;19/05/2003;08:58:10;26.2;WBGT Temp C;45.4;%RH C      ;32.7;TA Temp C  ;34;TG Temp C  ;23.1;WET Temp C ;19.3;DP Temp C  
2;19/05/2003;08:59:10;25.9;WBGT Temp C;45.4;%RH C      ;32.2;TA Temp C  ;34.2;TG Temp C  ;22.7;WET Temp C ;18.8;DP Temp C  
3;19/05/2003;09:00:10;26;WBGT Temp C;45.3;%RH C      ;32.3;TA Temp C  ;34.2;TG Temp C  ;22.8;WET Temp C ;18.9;DP Temp C  
4;19/05/2003;09:01:10;26.1;WBGT Temp C;45.7;%RH C      ;32.2;TA Temp C  ;34.2;TG Temp C  ;22.9;WET Temp C ;19;DP Temp C  
5;19/05/2003;09:02:10;25.9;WBGT Temp C;45.4;%RH C      ;32.2;TA Temp C  ;34.3;TG Temp C  ;22.7;WET Temp C ;18.8;DP Temp C  
6;19/05/2003;09:03:10;25.9;WBGT Temp C;45.2;%RH C      ;32.2;TA Temp C  ;34.4;TG Temp C  ;22.7;WET Temp C ;18.8;DP Temp C  
7;19/05/2003;09:04:10;26.2;WBGT Temp C;45.9;%RH C      ;32.4;TA Temp C  ;34.5;TG Temp C  ;23;WET Temp C ;19.2;DP Temp C  
8;19/05/2003;09:05:10;26.1;WBGT Temp C;44.7;%RH C      ;32.4;TA Temp C  ;34.8;TG Temp C  ;22.8;WET Temp C ;18.8;DP Temp C  
9;19/05/2003;09:06:10;25.9;WBGT Temp C;44.5;%RH C      ;32.3;TA Temp C  ;34.7;TG Temp C  ;22.6;WET Temp C ;18.6;DP Temp C  
10;19/05/2003;09:07:10;26.3;WBGT Temp C;45;%RH C      ;32.6;TA Temp C  ;34.7;TG Temp C  ;23;WET Temp C ;19;DP Temp C  
11;19/05/2003;09:08:10;26.1;WBGT Temp C;44.3;%RH C      ;32.6;TA Temp C  ;34.8;TG Temp C  ;22.8;WET Temp C ;18.8;DP Temp C  
12;19/05/2003;09:09:10;26.2;WBGT Temp C;44.1;%RH C      ;32.6;TA Temp C  ;34.8;TG Temp C  ;22.9;WET Temp C ;18.8;DP Temp C  
13;19/05/2003;09:10:10;26;WBGT Temp C;43.2;%RH C      ;32.6;TA Temp C  ;34.9;TG Temp C  ;22.6;WET Temp C ;18.4;DP Temp C  
14;19/05/2003;09:11:10;26.2;WBGT Temp C;44;%RH C      ;32.7;TA Temp C  ;34.9;TG Temp C  ;22.8;WET Temp C ;18.8;DP Temp C  
15;19/05/2003;09:12:10;26.1;WBGT Temp C;43.9;%RH C      ;32.6;TA Temp C  ;34.8;TG Temp C  ;22.8;WET Temp C ;18.8;DP Temp C  
16;19/05/2003;09:13:10;26.4;WBGT Temp C;43.9;%RH C      ;33;TA Temp C  ;35;TG Temp C  ;23.1;WET Temp C ;19;DP Temp C  
17;19/05/2003;09:14:10;26.6;WBGT Temp C;44;%RH C      ;33.2;TA Temp C  ;35.2;TG Temp C  ;23.3;WET Temp C ;19.3;DP Temp C  
18;19/05/2003;09:15:10;26.5;WBGT Temp C;42.5;%RH C      ;33.4;TA Temp C  ;35.4;TG Temp C  ;23.1;WET Temp C ;18.9;DP Temp C  
19;19/05/2003;09:16:10;26.4;WBGT Temp C;42.1;%RH C      ;33.3;TA Temp C  ;35.5;TG Temp C  ;22.9;WET Temp C ;18.6;DP Temp C  
20;19/05/2003;09:17:10;26.7;WBGT Temp C;42.5;%RH C      ;33.5;TA Temp C  ;35.6;TG Temp C  ;23.2;WET Temp C ;19;DP Temp C  
21;19/05/2003;09:18:10;26.6;WBGT Temp C;42.1;%RH C      ;33.5;TA Temp C  ;35.7;TG Temp C  ;23.1;WET Temp C ;18.8;DP Temp C  
22;19/05/2003;09:19:10;26.8;WBGT Temp C;41.5;%RH C      ;33.8;TA Temp C  ;35.9;TG Temp C  ;23.2;WET Temp C ;18.8;DP Temp C  
23;19/05/2003;09:20:10;26.9;WBGT Temp C;41.6;%RH C      ;33.8;TA Temp C  ;36;TG Temp C  ;23.3;WET Temp C ;19;DP Temp C  
24;19/05/2003;09:21:10;26.7;WBGT Temp C;41.5;%RH C      ;33.6;TA Temp C  ;36;TG Temp C  ;23.1;WET Temp C ;18.8;DP Temp C  
25;19/05/2003;09:22:10;26.4;WBGT Temp C;40.7;%RH C      ;33.5;TA Temp C  ;35.9;TG Temp C  ;22.8;WET Temp C ;18.3;DP Temp C  
