Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit
1;19/05/2009;08:52:50;26;WBGT Temp C;43.8;%RH C      ;31.5;TA Temp C  ;35.7;TG Temp C  ;21.9;WET Temp C ;17.7;DP Temp C  
2;19/05/2009;08:53:50;26;WBGT Temp C;43.8;%RH C      ;31.6;TA Temp C  ;35.7;TG Temp C  ;21.9;WET Temp C ;17.7;DP Temp C  
3;19/05/2009;08:54:50;26.4;WBGT Temp C;42.8;%RH C      ;32.1;TA Temp C  ;36.3;TG Temp C  ;22.2;WET Temp C ;17.9;DP Temp C  
4;19/05/2009;08:55:50;26.7;WBGT Temp C;43.1;%RH C      ;32.2;TA Temp C  ;37;TG Temp C  ;22.3;WET Temp C ;18.1;DP Temp C  
5;19/05/2009;08:56:50;27;WBGT Temp C;41.4;%RH C      ;32.9;TA Temp C  ;37.8;TG Temp C  ;22.4;WET Temp C ;18;DP Temp C  
6;19/05/2009;08:57:50;27.1;WBGT Temp C;41.8;%RH C      ;32.6;TA Temp C  ;38.5;TG Temp C  ;22.3;WET Temp C ;17.9;DP Temp C  
7;19/05/2009;08:58:50;27.1;WBGT Temp C;42;%RH C      ;32.4;TA Temp C  ;38.8;TG Temp C  ;22.2;WET Temp C ;17.8;DP Temp C  
8;19/05/2009;08:59:50;27.3;WBGT Temp C;41.9;%RH C      ;32.6;TA Temp C  ;38.8;TG Temp C  ;22.4;WET Temp C ;18;DP Temp C  
9;19/05/2009;09:00:50;27.2;WBGT Temp C;41.6;%RH C      ;32.5;TA Temp C  ;39;TG Temp C  ;22.2;WET Temp C ;17.7;DP Temp C  
10;19/05/2009;09:01:50;27.5;WBGT Temp C;40.2;%RH C      ;33.3;TA Temp C  ;39.3;TG Temp C  ;22.5;WET Temp C ;17.9;DP Temp C  
11;19/05/2009;09:02:50;27.7;WBGT Temp C;40.9;%RH C      ;33.2;TA Temp C  ;39.6;TG Temp C  ;22.6;WET Temp C ;18.2;DP Temp C  
12;19/05/2009;09:03:50;27.6;WBGT Temp C;40.7;%RH C      ;33.1;TA Temp C  ;39.7;TG Temp C  ;22.5;WET Temp C ;18;DP Temp C  
13;19/05/2009;09:04:50;27.6;WBGT Temp C;40.7;%RH C      ;33;TA Temp C  ;39.5;TG Temp C  ;22.5;WET Temp C ;17.9;DP Temp C  
14;19/05/2009;09:05:50;27.6;WBGT Temp C;40.4;%RH C      ;33.1;TA Temp C  ;39.5;TG Temp C  ;22.5;WET Temp C ;17.9;DP Temp C  
15;19/05/2009;09:06:50;27.8;WBGT Temp C;39.1;%RH C      ;33.8;TA Temp C  ;40.2;TG Temp C  ;22.6;WET Temp C ;17.9;DP Temp C  
16;19/05/2009;09:07:50;28;WBGT Temp C;38.9;%RH C      ;33.9;TA Temp C  ;40.5;TG Temp C  ;22.7;WET Temp C ;18;DP Temp C  
17;19/05/2009;09:08:50;28.1;WBGT Temp C;38.4;%RH C      ;34.1;TA Temp C  ;40.9;TG Temp C  ;22.7;WET Temp C ;17.9;DP Temp C  
18;19/05/2009;09:09:50;27.8;WBGT Temp C;40.9;%RH C      ;33.1;TA Temp C  ;40.3;TG Temp C  ;22.5;WET Temp C ;18;DP Temp C  
19;19/05/2009;09:10:50;27.7;WBGT Temp C;40.3;%RH C      ;33.3;TA Temp C  ;39.8;TG Temp C  ;22.5;WET Temp C ;17.9;DP Temp C  
20;19/05/2009;09:11:50;27.3;WBGT Temp C;40.7;%RH C      ;32.8;TA Temp C  ;39.3;TG Temp C  ;22.2;WET Temp C ;17.6;DP Temp C  
21;19/05/2009;09:12:50;27.1;WBGT Temp C;41;%RH C      ;32.6;TA Temp C  ;38.7;TG Temp C  ;22.2;WET Temp C ;17.8;DP Temp C  
22;19/05/2009;09:13:50;27.2;WBGT Temp C;40.4;%RH C      ;33.1;TA Temp C  ;38.6;TG Temp C  ;22.4;WET Temp C ;17.8;DP Temp C  
23;19/05/2009;09:14:50;27.2;WBGT Temp C;41.1;%RH C      ;32.7;TA Temp C  ;38.7;TG Temp C  ;22.3;WET Temp C ;17.8;DP Temp C  
24;19/05/2009;09:15:50;27.4;WBGT Temp C;40;%RH C      ;33.3;TA Temp C  ;39.1;TG Temp C  ;22.5;WET Temp C ;17.9;DP Temp C  
25;19/05/2009;09:16:50;27.8;WBGT Temp C;39;%RH C      ;33.8;TA Temp C  ;40.1;TG Temp C  ;22.6;WET Temp C ;17.9;DP Temp C  
26;19/05/2009;09:17:50;27.9;WBGT Temp C;37.8;%RH C      ;34;TA Temp C  ;40.8;TG Temp C  ;22.5;WET Temp C ;17.5;DP Temp C  
27;19/05/2009;09:18:50;27.9;WBGT Temp C;38.8;%RH C      ;33.7;TA Temp C  ;40.7;TG Temp C  ;22.5;WET Temp C ;17.7;DP Temp C  
28;19/05/2009;09:19:50;27.7;WBGT Temp C;39.8;%RH C      ;33.3;TA Temp C  ;40.3;TG Temp C  ;22.4;WET Temp C ;17.7;DP Temp C  
29;19/05/2009;09:20:50;27.8;WBGT Temp C;39.4;%RH C      ;33.6;TA Temp C  ;40.2;TG Temp C  ;22.6;WET Temp C ;17.9;DP Temp C  
30;19/05/2009;09:21:50;27.8;WBGT Temp C;38.7;%RH C      ;33.8;TA Temp C  ;40.4;TG Temp C  ;22.5;WET Temp C ;17.7;DP Temp C  
31;19/05/2009;09:22:50;27.8;WBGT Temp C;39.1;%RH C      ;33.5;TA Temp C  ;40.4;TG Temp C  ;22.5;WET Temp C ;17.7;DP Temp C  
32;19/05/2009;09:23:50;28.3;WBGT Temp C;38.5;%RH C      ;34.3;TA Temp C  ;40.8;TG Temp C  ;23;WET Temp C ;18.3;DP Temp C  
33;19/05/2009;09:24:50;28.6;WBGT Temp C;37.1;%RH C      ;34.8;TA Temp C  ;41.9;TG Temp C  ;22.9;WET Temp C ;17.9;DP Temp C  
34;19/05/2009;09:25:50;28.7;WBGT Temp C;36.9;%RH C      ;34.7;TA Temp C  ;42.4;TG Temp C  ;22.9;WET Temp C ;17.9;DP Temp C  
35;19/05/2009;09:26:50;28.3;WBGT Temp C;38.7;%RH C      ;33.8;TA Temp C  ;41.6;TG Temp C  ;22.6;WET Temp C ;17.8;DP Temp C  
36;19/05/2009;09:27:50;27.9;WBGT Temp C;38.8;%RH C      ;33.7;TA Temp C  ;40.8;TG Temp C  ;22.5;WET Temp C ;17.7;DP Temp C  
37;19/05/2009;09:28:50;27.9;WBGT Temp C;38.8;%RH C      ;33.7;TA Temp C  ;40.4;TG Temp C  ;22.5;WET Temp C ;17.7;DP Temp C  
38;19/05/2009;09:29:50;28.2;WBGT Temp C;38.5;%RH C      ;34.2;TA Temp C  ;40.7;TG Temp C  ;22.9;WET Temp C ;18.1;DP Temp C  
41;19/05/2009;09:31:50;28.1;WBGT Temp C;37.9;%RH C      ;34;TA Temp C  ;41.2;TG Temp C  ;22.6;WET Temp C ;17.7;DP Temp C  
42;19/05/2009;09:32:50;28.1;WBGT Temp C;38.3;%RH C      ;34.1;TA Temp C  ;41;TG Temp C  ;22.7;WET Temp C ;17.9;DP Temp C  
43;19/05/2009;09:33:50;28.8;WBGT Temp C;35.1;%RH C      ;35.8;TA Temp C  ;42.1;TG Temp C  ;23.2;WET Temp C ;17.9;DP Temp C  
44;19/05/2009;09:34:50;29.2;WBGT Temp C;34.9;%RH C      ;35.9;TA Temp C  ;43.2;TG Temp C  ;23.2;WET Temp C ;17.9;DP Temp C  
45;19/05/2009;09:35:50;29.3;WBGT Temp C;34.8;%RH C      ;36;TA Temp C  ;43.4;TG Temp C  ;23.3;WET Temp C ;18;DP Temp C  
46;19/05/2009;09:36:50;29.5;WBGT Temp C;33.9;%RH C      ;36.5;TA Temp C  ;43.8;TG Temp C  ;23.3;WET Temp C ;17.9;DP Temp C  
47;19/05/2009;09:37:50;29.7;WBGT Temp C;32.4;%RH C      ;37;TA Temp C  ;44.2;TG Temp C  ;23.5;WET Temp C ;17.9;DP Temp C  
48;19/05/2009;09:38:50;29;WBGT Temp C;34.7;%RH C      ;35.2;TA Temp C  ;44.1;TG Temp C  ;22.6;WET Temp C ;17.2;DP Temp C  
49;19/05/2009;09:39:50;29;WBGT Temp C;35.1;%RH C      ;35.4;TA Temp C  ;43.3;TG Temp C  ;23;WET Temp C ;17.7;DP Temp C  
50;19/05/2009;09:40:50;29.6;WBGT Temp C;32.4;%RH C      ;37.1;TA Temp C  ;44.1;TG Temp C  ;23.5;WET Temp C ;17.8;DP Temp C  
51;19/05/2009;09:41:50;29.4;WBGT Temp C;31.3;%RH C      ;37;TA Temp C  ;44.8;TG Temp C  ;22.9;WET Temp C ;16.9;DP Temp C  
52;19/05/2009;09:42:50;28.8;WBGT Temp C;34.6;%RH C      ;35.1;TA Temp C  ;43.6;TG Temp C  ;22.5;WET Temp C ;17.1;DP Temp C  
53;19/05/2009;09:43:50;28.7;WBGT Temp C;33.9;%RH C      ;35.4;TA Temp C  ;43.2;TG Temp C  ;22.5;WET Temp C ;17;DP Temp C  
54;19/05/2009;09:44:50;28.4;WBGT Temp C;34.8;%RH C      ;34.7;TA Temp C  ;42.4;TG Temp C  ;22.4;WET Temp C ;16.9;DP Temp C  
55;19/05/2009;09:45:50;28.5;WBGT Temp C;33.7;%RH C      ;35.6;TA Temp C  ;42.5;TG Temp C  ;22.6;WET Temp C ;17;DP Temp C  
56;19/05/2009;09:46:50;28.5;WBGT Temp C;34.1;%RH C      ;35.2;TA Temp C  ;42.8;TG Temp C  ;22.5;WET Temp C ;17;DP Temp C  
57;19/05/2009;09:47:50;28.8;WBGT Temp C;34.7;%RH C      ;35.3;TA Temp C  ;43;TG Temp C  ;22.8;WET Temp C ;17.4;DP Temp C  
58;19/05/2009;09:48:50;29;WBGT Temp C;33.1;%RH C      ;35.9;TA Temp C  ;43.7;TG Temp C  ;22.8;WET Temp C ;17.1;DP Temp C  
59;19/05/2009;09:49:50;29.3;WBGT Temp C;33;%RH C      ;36.2;TA Temp C  ;44.1;TG Temp C  ;23;WET Temp C ;17.4;DP Temp C  
60;19/05/2009;09:50:50;29.5;WBGT Temp C;32.7;%RH C      ;36.6;TA Temp C  ;44.4;TG Temp C  ;23.2;WET Temp C ;17.6;DP Temp C  
61;19/05/2009;09:51:50;29.5;WBGT Temp C;33.1;%RH C      ;36.4;TA Temp C  ;44.4;TG Temp C  ;23.2;WET Temp C ;17.6;DP Temp C  
62;19/05/2009;09:52:50;30.2;WBGT Temp C;31;%RH C      ;37.8;TA Temp C  ;45.4;TG Temp C  ;23.7;WET Temp C ;17.8;DP Temp C  
63;19/05/2009;09:53:50;29.9;WBGT Temp C;30.6;%RH C      ;37.4;TA Temp C  ;45.9;TG Temp C  ;23.1;WET Temp C ;17.1;DP Temp C  
64;19/05/2009;09:54:50;29.6;WBGT Temp C;32.2;%RH C      ;36.6;TA Temp C  ;45.3;TG Temp C  ;23;WET Temp C ;17.3;DP Temp C  
65;19/05/2009;09:55:50;29.9;WBGT Temp C;30.6;%RH C      ;37.4;TA Temp C  ;45.7;TG Temp C  ;23.2;WET Temp C ;17.1;DP Temp C  
66;19/05/2009;09:56:50;30;WBGT Temp C;30.7;%RH C      ;37.5;TA Temp C  ;45.4;TG Temp C  ;23.4;WET Temp C ;17.4;DP Temp C  
67;19/05/2009;09:57:50;29.9;WBGT Temp C;31.4;%RH C      ;37.2;TA Temp C  ;45.5;TG Temp C  ;23.3;WET Temp C ;17.5;DP Temp C  
68;19/05/2009;09:58:50;30;WBGT Temp C;30.2;%RH C      ;37.9;TA Temp C  ;45.4;TG Temp C  ;23.5;WET Temp C ;17.5;DP Temp C  
69;19/05/2009;09:59:50;30.2;WBGT Temp C;28.7;%RH C      ;38.9;TA Temp C  ;45.6;TG Temp C  ;23.7;WET Temp C ;17.5;DP Temp C  
70;19/05/2009;10:00:50;30.5;WBGT Temp C;27;%RH C      ;39.7;TA Temp C  ;46.4;TG Temp C  ;23.7;WET Temp C ;17;DP Temp C  
71;19/05/2009;10:01:50;30.4;WBGT Temp C;27.5;%RH C      ;39.2;TA Temp C  ;46.3;TG Temp C  ;23.6;WET Temp C ;17;DP Temp C  
72;19/05/2009;10:02:50;30.3;WBGT Temp C;27;%RH C      ;39.4;TA Temp C  ;46.2;TG Temp C  ;23.6;WET Temp C ;17;DP Temp C  
73;19/05/2009;10:03:50;30.1;WBGT Temp C;28.1;%RH C      ;38.5;TA Temp C  ;46.2;TG Temp C  ;23.2;WET Temp C ;16.7;DP Temp C  
74;19/05/2009;10:04:50;30.6;WBGT Temp C;28;%RH C      ;39.4;TA Temp C  ;46.3;TG Temp C  ;23.9;WET Temp C ;17.5;DP Temp C  
75;19/05/2009;10:05:50;30.4;WBGT Temp C;27.9;%RH C      ;38.7;TA Temp C  ;47;TG Temp C  ;23.3;WET Temp C ;16.7;DP Temp C  
76;19/05/2009;10:06:50;29.5;WBGT Temp C;31.6;%RH C      ;36.5;TA Temp C  ;45.5;TG Temp C  ;22.7;WET Temp C ;16.8;DP Temp C  
77;19/05/2009;10:07:50;29.3;WBGT Temp C;32.5;%RH C      ;36.1;TA Temp C  ;44.4;TG Temp C  ;22.8;WET Temp C ;17.1;DP Temp C  
78;19/05/2009;10:08:50;29.5;WBGT Temp C;29.5;%RH C      ;37.8;TA Temp C  ;44;TG Temp C  ;23.2;WET Temp C ;17;DP Temp C  
79;19/05/2009;10:09:50;29.7;WBGT Temp C;27.1;%RH C      ;39.2;TA Temp C  ;44.2;TG Temp C  ;23.5;WET Temp C ;16.8;DP Temp C  
80;19/05/2009;10:10:50;29.8;WBGT Temp C;27.5;%RH C      ;39;TA Temp C  ;44.5;TG Temp C  ;23.5;WET Temp C ;16.9;DP Temp C  
81;19/05/2009;10:11:50;29.8;WBGT Temp C;28.7;%RH C      ;38.4;TA Temp C  ;45;TG Temp C  ;23.4;WET Temp C ;17.1;DP Temp C  
82;19/05/2009;10:12:50;29.7;WBGT Temp C;28.6;%RH C      ;38.3;TA Temp C  ;45.1;TG Temp C  ;23.3;WET Temp C ;16.9;DP Temp C  
83;19/05/2009;10:13:50;30.3;WBGT Temp C;27.9;%RH C      ;39.1;TA Temp C  ;45.6;TG Temp C  ;23.8;WET Temp C ;17.3;DP Temp C  
84;19/05/2009;10:14:50;30.4;WBGT Temp C;27.3;%RH C      ;39.1;TA Temp C  ;46.8;TG Temp C  ;23.4;WET Temp C ;16.7;DP Temp C  
85;19/05/2009;10:15:50;30.2;WBGT Temp C;28.8;%RH C      ;38.3;TA Temp C  ;46;TG Temp C  ;23.4;WET Temp C ;17;DP Temp C  
86;19/05/2009;10:16:50;30.2;WBGT Temp C;27.5;%RH C      ;39;TA Temp C  ;46.3;TG Temp C  ;23.4;WET Temp C ;16.8;DP Temp C  
87;19/05/2009;10:17:50;30.6;WBGT Temp C;26.5;%RH C      ;39.7;TA Temp C  ;47.1;TG Temp C  ;23.6;WET Temp C ;16.7;DP Temp C  
88;19/05/2009;10:18:50;31.1;WBGT Temp C;25.2;%RH C      ;40.7;TA Temp C  ;47.7;TG Temp C  ;24;WET Temp C ;17;DP Temp C  
89;19/05/2009;10:19:50;31;WBGT Temp C;25.8;%RH C      ;40.3;TA Temp C  ;48;TG Temp C  ;23.8;WET Temp C ;16.9;DP Temp C  
90;19/05/2009;10:20:50;30.8;WBGT Temp C;24.2;%RH C      ;41.1;TA Temp C  ;47.4;TG Temp C  ;23.8;WET Temp C ;16.5;DP Temp C  
91;19/05/2009;10:21:50;30.6;WBGT Temp C;24.4;%RH C      ;40.9;TA Temp C  ;46.8;TG Temp C  ;23.7;WET Temp C ;16.4;DP Temp C  
92;19/05/2009;10:22:50;30.6;WBGT Temp C;26.4;%RH C      ;39.8;TA Temp C  ;46.7;TG Temp C  ;23.7;WET Temp C ;16.9;DP Temp C  
93;19/05/2009;10:23:50;30.4;WBGT Temp C;27;%RH C      ;39.3;TA Temp C  ;46.6;TG Temp C  ;23.4;WET Temp C ;16.7;DP Temp C  
94;19/05/2009;10:24:50;31;WBGT Temp C;24.8;%RH C      ;41.2;TA Temp C  ;47;TG Temp C  ;24.2;WET Temp C ;17.1;DP Temp C  
95;19/05/2009;10:25:50;30.9;WBGT Temp C;25.1;%RH C      ;40.8;TA Temp C  ;47.5;TG Temp C  ;23.8;WET Temp C ;16.7;DP Temp C  
96;19/05/2009;10:26:50;31.2;WBGT Temp C;25.3;%RH C      ;40.8;TA Temp C  ;48;TG Temp C  ;24.1;WET Temp C ;17.1;DP Temp C  
97;19/05/2009;10:27:50;30.9;WBGT Temp C;26.6;%RH C      ;39.5;TA Temp C  ;48.2;TG Temp C  ;23.6;WET Temp C ;16.8;DP Temp C  
98;19/05/2009;10:28:50;30.4;WBGT Temp C;28.3;%RH C      ;38.4;TA Temp C  ;47.2;TG Temp C  ;23.3;WET Temp C ;16.9;DP Temp C  
99;19/05/2009;10:29:50;30.2;WBGT Temp C;28;%RH C      ;38.5;TA Temp C  ;46.8;TG Temp C  ;23.2;WET Temp C ;16.6;DP Temp C  
100;19/05/2009;10:30:50;30.3;WBGT Temp C;27.5;%RH C      ;38.9;TA Temp C  ;46.6;TG Temp C  ;23.4;WET Temp C ;16.8;DP Temp C  
101;19/05/2009;10:31:50;30.2;WBGT Temp C;28.4;%RH C      ;38.4;TA Temp C  ;46.6;TG Temp C  ;23.3;WET Temp C ;16.8;DP Temp C  
102;19/05/2009;10:32:50;30.3;WBGT Temp C;28;%RH C      ;38.5;TA Temp C  ;46.8;TG Temp C  ;23.3;WET Temp C ;16.8;DP Temp C  
103;19/05/2009;10:33:50;30.3;WBGT Temp C;27.9;%RH C      ;38.5;TA Temp C  ;47;TG Temp C  ;23.2;WET Temp C ;16.6;DP Temp C  
104;19/05/2009;10:34:50;30.8;WBGT Temp C;26.6;%RH C      ;40;TA Temp C  ;46.8;TG Temp C  ;24;WET Temp C ;17.3;DP Temp C  
105;19/05/2009;10:35:50;30.7;WBGT Temp C;26;%RH C      ;39.7;TA Temp C  ;47.6;TG Temp C  ;23.5;WET Temp C ;16.5;DP Temp C  
106;19/05/2009;10:36:50;30.9;WBGT Temp C;24.7;%RH C      ;40.7;TA Temp C  ;47.7;TG Temp C  ;23.8;WET Temp C ;16.6;DP Temp C  
107;19/05/2009;10:37:50;31.2;WBGT Temp C;22.8;%RH C      ;42.3;TA Temp C  ;47.8;TG Temp C  ;24.3;WET Temp C ;16.7;DP Temp C  
108;19/05/2009;10:38:50;31.3;WBGT Temp C;23.1;%RH C      ;41.9;TA Temp C  ;48.7;TG Temp C  ;23.9;WET Temp C ;16.3;DP Temp C  
109;19/05/2009;10:39:50;31.2;WBGT Temp C;25.2;%RH C      ;40.6;TA Temp C  ;48.3;TG Temp C  ;24;WET Temp C ;17;DP Temp C  
110;19/05/2009;10:40:50;31.1;WBGT Temp C;25.2;%RH C      ;40.3;TA Temp C  ;48.9;TG Temp C  ;23.6;WET Temp C ;16.5;DP Temp C  
111;19/05/2009;10:41:50;31;WBGT Temp C;26.1;%RH C      ;39.7;TA Temp C  ;48.7;TG Temp C  ;23.4;WET Temp C ;16.5;DP Temp C  
