Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit
1;17/05/2002;09:52:49;28.9;WBGT Temp C;37.1;%RH C      ;37.3;TA Temp C  ;39.2;TG Temp C  ;24.8;WET Temp C ;20.1;DP Temp C  
2;17/05/2002;09:53:49;28.7;WBGT Temp C;35.2;%RH C      ;37.4;TA Temp C  ;39.4;TG Temp C  ;24.5;WET Temp C ;19.5;DP Temp C  
3;17/05/2002;09:54:49;28.9;WBGT Temp C;35.3;%RH C      ;37.6;TA Temp C  ;39.4;TG Temp C  ;24.7;WET Temp C ;19.7;DP Temp C  
4;17/05/2002;09:55:49;28.9;WBGT Temp C;34.4;%RH C      ;37.9;TA Temp C  ;39.7;TG Temp C  ;24.6;WET Temp C ;19.4;DP Temp C  
5;17/05/2002;09:56:49;29.1;WBGT Temp C;35.5;%RH C      ;37.9;TA Temp C  ;39.7;TG Temp C  ;24.9;WET Temp C ;20;DP Temp C  
6;17/05/2002;09:57:49;28.9;WBGT Temp C;34.2;%RH C      ;38;TA Temp C  ;39.4;TG Temp C  ;24.6;WET Temp C ;19.4;DP Temp C  
7;17/05/2002;09:58:49;28.7;WBGT Temp C;33.8;%RH C      ;38;TA Temp C  ;39.2;TG Temp C  ;24.5;WET Temp C ;19.3;DP Temp C  
8;17/05/2002;09:59:49;28.8;WBGT Temp C;33.8;%RH C      ;38.1;TA Temp C  ;39.3;TG Temp C  ;24.6;WET Temp C ;19.3;DP Temp C  
9;17/05/2002;10:00:49;28.6;WBGT Temp C;33.2;%RH C      ;37.9;TA Temp C  ;39.3;TG Temp C  ;24.3;WET Temp C ;18.9;DP Temp C  
10;17/05/2002;10:01:49;28.7;WBGT Temp C;33.6;%RH C      ;38;TA Temp C  ;39.1;TG Temp C  ;24.4;WET Temp C ;19.2;DP Temp C  
11;17/05/2002;10:02:49;28.7;WBGT Temp C;33.7;%RH C      ;38;TA Temp C  ;39.1;TG Temp C  ;24.5;WET Temp C ;19.2;DP Temp C  
12;17/05/2002;10:03:49;28.9;WBGT Temp C;34.1;%RH C      ;38.1;TA Temp C  ;39.1;TG Temp C  ;24.6;WET Temp C ;19.5;DP Temp C  
13;17/05/2002;10:04:49;28.6;WBGT Temp C;33;%RH C      ;38;TA Temp C  ;39.3;TG Temp C  ;24.3;WET Temp C ;18.9;DP Temp C  
14;17/05/2002;10:05:49;28.7;WBGT Temp C;33.6;%RH C      ;37.9;TA Temp C  ;39.4;TG Temp C  ;24.4;WET Temp C ;19.1;DP Temp C  
15;17/05/2002;10:06:49;28.8;WBGT Temp C;33;%RH C      ;38.1;TA Temp C  ;39.5;TG Temp C  ;24.4;WET Temp C ;19;DP Temp C  
16;17/05/2002;10:07:49;28.8;WBGT Temp C;32.7;%RH C      ;38.2;TA Temp C  ;39.8;TG Temp C  ;24.4;WET Temp C ;19;DP Temp C  
17;17/05/2002;10:08:49;29;WBGT Temp C;32.5;%RH C      ;38.4;TA Temp C  ;40;TG Temp C  ;24.5;WET Temp C ;19.1;DP Temp C  
18;17/05/2002;10:09:49;28.9;WBGT Temp C;31.7;%RH C      ;38.5;TA Temp C  ;40.2;TG Temp C  ;24.3;WET Temp C ;18.7;DP Temp C  
19;17/05/2002;10:10:49;28.9;WBGT Temp C;31.4;%RH C      ;38.6;TA Temp C  ;40.2;TG Temp C  ;24.3;WET Temp C ;18.6;DP Temp C  
20;17/05/2002;10:11:49;28.8;WBGT Temp C;31.8;%RH C      ;38.5;TA Temp C  ;40.1;TG Temp C  ;24.3;WET Temp C ;18.7;DP Temp C  
21;17/05/2002;10:12:49;28.9;WBGT Temp C;31.4;%RH C      ;38.6;TA Temp C  ;40.2;TG Temp C  ;24.3;WET Temp C ;18.7;DP Temp C  
22;17/05/2002;10:13:49;28.9;WBGT Temp C;31.4;%RH C      ;38.6;TA Temp C  ;40.2;TG Temp C  ;24.3;WET Temp C ;18.6;DP Temp C  
23;17/05/2002;10:14:49;29;WBGT Temp C;31.2;%RH C      ;38.8;TA Temp C  ;40.3;TG Temp C  ;24.4;WET Temp C ;18.7;DP Temp C  
24;17/05/2002;10:15:49;29;WBGT Temp C;30.9;%RH C      ;39;TA Temp C  ;40.4;TG Temp C  ;24.4;WET Temp C ;18.7;DP Temp C  
25;17/05/2002;10:16:49;29.2;WBGT Temp C;31.2;%RH C      ;39;TA Temp C  ;40.5;TG Temp C  ;24.6;WET Temp C ;18.9;DP Temp C  
26;17/05/2002;10:17:49;29.2;WBGT Temp C;31.3;%RH C      ;39.2;TA Temp C  ;40.8;TG Temp C  ;24.7;WET Temp C ;19.1;DP Temp C  
27;17/05/2002;10:18:49;29.1;WBGT Temp C;31.3;%RH C      ;38.8;TA Temp C  ;40.8;TG Temp C  ;24.4;WET Temp C ;18.7;DP Temp C  
28;17/05/2002;10:19:49;29;WBGT Temp C;31.1;%RH C      ;38.8;TA Temp C  ;40.7;TG Temp C  ;24.3;WET Temp C ;18.6;DP Temp C  
29;17/05/2002;10:20:49;29.1;WBGT Temp C;30.5;%RH C      ;39.1;TA Temp C  ;40.6;TG Temp C  ;24.4;WET Temp C ;18.6;DP Temp C  
30;17/05/2002;10:21:49;29.2;WBGT Temp C;30.8;%RH C      ;39.2;TA Temp C  ;40.7;TG Temp C  ;24.6;WET Temp C ;18.9;DP Temp C  
31;17/05/2002;10:22:49;29.2;WBGT Temp C;30.5;%RH C      ;39.3;TA Temp C  ;40.9;TG Temp C  ;24.5;WET Temp C ;18.7;DP Temp C  
32;17/05/2002;10:23:49;29.4;WBGT Temp C;30.2;%RH C      ;39.5;TA Temp C  ;40.9;TG Temp C  ;24.7;WET Temp C ;18.8;DP Temp C  
33;17/05/2002;10:24:49;29.1;WBGT Temp C;29.9;%RH C      ;39.3;TA Temp C  ;40.8;TG Temp C  ;24.4;WET Temp C ;18.5;DP Temp C  
34;17/05/2002;10:25:49;29.1;WBGT Temp C;29.5;%RH C      ;39.4;TA Temp C  ;40.8;TG Temp C  ;24.3;WET Temp C ;18.2;DP Temp C  
35;17/05/2002;10:26:49;29;WBGT Temp C;29.2;%RH C      ;39.3;TA Temp C  ;40.7;TG Temp C  ;24.2;WET Temp C ;18;DP Temp C  
36;17/05/2002;10:27:49;29;WBGT Temp C;29.2;%RH C      ;39.3;TA Temp C  ;40.6;TG Temp C  ;24.2;WET Temp C ;18.1;DP Temp C  
37;17/05/2002;10:28:49;29;WBGT Temp C;29;%RH C      ;39.3;TA Temp C  ;40.7;TG Temp C  ;24.2;WET Temp C ;18;DP Temp C  
38;17/05/2002;10:29:49;28.8;WBGT Temp C;28.8;%RH C      ;39.2;TA Temp C  ;40.6;TG Temp C  ;24;WET Temp C ;17.8;DP Temp C  
39;17/05/2002;10:30:49;29.1;WBGT Temp C;28.9;%RH C      ;39.5;TA Temp C  ;40.8;TG Temp C  ;24.3;WET Temp C ;18.1;DP Temp C  
40;17/05/2002;10:31:49;29.1;WBGT Temp C;28.8;%RH C      ;39.6;TA Temp C  ;41;TG Temp C  ;24.3;WET Temp C ;18.2;DP Temp C  
41;17/05/2002;10:32:49;29.1;WBGT Temp C;28.9;%RH C      ;39.5;TA Temp C  ;41.2;TG Temp C  ;24.3;WET Temp C ;18.1;DP Temp C  
42;17/05/2002;10:33:49;29.1;WBGT Temp C;28.5;%RH C      ;39.5;TA Temp C  ;41.2;TG Temp C  ;24.2;WET Temp C ;17.9;DP Temp C  
43;17/05/2002;10:34:49;29.2;WBGT Temp C;28.7;%RH C      ;39.7;TA Temp C  ;41.2;TG Temp C  ;24.3;WET Temp C ;18.1;DP Temp C  
44;17/05/2002;10:35:49;29;WBGT Temp C;27.9;%RH C      ;39.7;TA Temp C  ;41.2;TG Temp C  ;24.1;WET Temp C ;17.7;DP Temp C  
45;17/05/2002;10:36:49;29;WBGT Temp C;28.3;%RH C      ;39.6;TA Temp C  ;41.1;TG Temp C  ;24.1;WET Temp C ;17.8;DP Temp C  
46;17/05/2002;10:37:49;29.2;WBGT Temp C;28.8;%RH C      ;39.6;TA Temp C  ;41.1;TG Temp C  ;24.2;WET Temp C ;18.1;DP Temp C  
47;17/05/2002;10:38:49;29.2;WBGT Temp C;28.6;%RH C      ;39.7;TA Temp C  ;41.2;TG Temp C  ;24.3;WET Temp C ;18;DP Temp C  
48;17/05/2002;10:39:49;29.1;WBGT Temp C;28.1;%RH C      ;39.8;TA Temp C  ;41.3;TG Temp C  ;24.2;WET Temp C ;17.8;DP Temp C  
49;17/05/2002;10:40:49;29.1;WBGT Temp C;28.2;%RH C      ;39.7;TA Temp C  ;41.2;TG Temp C  ;24.2;WET Temp C ;17.9;DP Temp C  
50;17/05/2002;10:41:49;29.3;WBGT Temp C;28;%RH C      ;40.1;TA Temp C  ;41.2;TG Temp C  ;24.4;WET Temp C ;18;DP Temp C  
51;17/05/2002;10:42:49;29.3;WBGT Temp C;27.6;%RH C      ;40.1;TA Temp C  ;41.4;TG Temp C  ;24.3;WET Temp C ;17.9;DP Temp C  
52;17/05/2002;10:43:49;29.3;WBGT Temp C;27.5;%RH C      ;40.1;TA Temp C  ;41.4;TG Temp C  ;24.3;WET Temp C ;17.8;DP Temp C  
53;17/05/2002;10:44:49;29.2;WBGT Temp C;27.4;%RH C      ;40.1;TA Temp C  ;41.3;TG Temp C  ;24.2;WET Temp C ;17.7;DP Temp C  
54;17/05/2002;10:45:49;29.3;WBGT Temp C;27.9;%RH C      ;40;TA Temp C  ;41.4;TG Temp C  ;24.3;WET Temp C ;18;DP Temp C  
55;17/05/2002;10:46:49;29.3;WBGT Temp C;27.5;%RH C      ;40.2;TA Temp C  ;41.5;TG Temp C  ;24.3;WET Temp C ;17.8;DP Temp C  
56;17/05/2002;10:47:49;29.2;WBGT Temp C;26.8;%RH C      ;40.2;TA Temp C  ;41.5;TG Temp C  ;24.1;WET Temp C ;17.5;DP Temp C  
