Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit
1;19/05/2005;08:51:46;25.3;WBGT Temp C;44.4;%RH C      ;31.8;TA Temp C  ;32.8;TG Temp C  ;22.2;WET Temp C ;18.1;DP Temp C  
2;19/05/2005;08:52:46;25.2;WBGT Temp C;43.6;%RH C      ;31.8;TA Temp C  ;32.6;TG Temp C  ;22.1;WET Temp C ;17.9;DP Temp C  
3;19/05/2005;08:53:46;25.4;WBGT Temp C;42.7;%RH C      ;32.2;TA Temp C  ;32.8;TG Temp C  ;22.3;WET Temp C ;18;DP Temp C  
4;19/05/2005;08:54:46;25.5;WBGT Temp C;42.6;%RH C      ;32.3;TA Temp C  ;33.3;TG Temp C  ;22.2;WET Temp C ;17.9;DP Temp C  
5;19/05/2005;08:55:46;25.4;WBGT Temp C;42.6;%RH C      ;32.1;TA Temp C  ;33.3;TG Temp C  ;22.1;WET Temp C ;17.7;DP Temp C  
6;19/05/2005;08:56:46;25.4;WBGT Temp C;43.3;%RH C      ;31.9;TA Temp C  ;33.2;TG Temp C  ;22.1;WET Temp C ;17.8;DP Temp C  
7;19/05/2005;08:57:46;25.4;WBGT Temp C;43.5;%RH C      ;31.8;TA Temp C  ;33.2;TG Temp C  ;22.1;WET Temp C ;17.9;DP Temp C  
8;19/05/2005;08:58:46;25.4;WBGT Temp C;43.2;%RH C      ;32;TA Temp C  ;33.2;TG Temp C  ;22.1;WET Temp C ;17.9;DP Temp C  
9;19/05/2005;08:59:46;25.6;WBGT Temp C;42.5;%RH C      ;32.4;TA Temp C  ;33.4;TG Temp C  ;22.3;WET Temp C ;18;DP Temp C  
10;19/05/2005;09:00:46;25.7;WBGT Temp C;42.5;%RH C      ;32.4;TA Temp C  ;33.5;TG Temp C  ;22.4;WET Temp C ;18.1;DP Temp C  
11;19/05/2005;09:01:46;25.6;WBGT Temp C;42.3;%RH C      ;32.3;TA Temp C  ;33.7;TG Temp C  ;22.2;WET Temp C ;17.8;DP Temp C  
12;19/05/2005;09:02:46;25.5;WBGT Temp C;42.7;%RH C      ;32;TA Temp C  ;33.7;TG Temp C  ;22;WET Temp C ;17.7;DP Temp C  
13;19/05/2005;09:03:46;25.5;WBGT Temp C;43.1;%RH C      ;32;TA Temp C  ;33.5;TG Temp C  ;22.2;WET Temp C ;17.9;DP Temp C  
14;19/05/2005;09:04:46;25.4;WBGT Temp C;43.2;%RH C      ;32;TA Temp C  ;33.3;TG Temp C  ;22.1;WET Temp C ;17.9;DP Temp C  
15;19/05/2005;09:05:46;25.4;WBGT Temp C;43.1;%RH C      ;32;TA Temp C  ;33.2;TG Temp C  ;22.1;WET Temp C ;17.8;DP Temp C  
16;19/05/2005;09:06:46;25.4;WBGT Temp C;43.2;%RH C      ;32;TA Temp C  ;33.1;TG Temp C  ;22.1;WET Temp C ;17.9;DP Temp C  
17;19/05/2005;09:07:46;25.6;WBGT Temp C;42.6;%RH C      ;32.3;TA Temp C  ;33.4;TG Temp C  ;22.3;WET Temp C ;18;DP Temp C  
18;19/05/2005;09:08:46;25.7;WBGT Temp C;41.8;%RH C      ;32.6;TA Temp C  ;33.7;TG Temp C  ;22.3;WET Temp C ;17.9;DP Temp C  
19;19/05/2005;09:09:46;25.8;WBGT Temp C;41.7;%RH C      ;32.7;TA Temp C  ;33.8;TG Temp C  ;22.4;WET Temp C ;17.9;DP Temp C  
20;19/05/2005;09:10:46;25.9;WBGT Temp C;41.5;%RH C      ;32.8;TA Temp C  ;34.2;TG Temp C  ;22.4;WET Temp C ;18;DP Temp C  
21;19/05/2005;09:11:46;26;WBGT Temp C;41.6;%RH C      ;32.8;TA Temp C  ;34.4;TG Temp C  ;22.4;WET Temp C ;18;DP Temp C  
22;19/05/2005;09:12:46;26.1;WBGT Temp C;41.4;%RH C      ;33;TA Temp C  ;34.6;TG Temp C  ;22.5;WET Temp C ;18.1;DP Temp C  
23;19/05/2005;09:13:46;26.1;WBGT Temp C;40.7;%RH C      ;32.9;TA Temp C  ;34.8;TG Temp C  ;22.4;WET Temp C ;17.8;DP Temp C  
24;19/05/2005;09:14:46;25.9;WBGT Temp C;41.2;%RH C      ;32.6;TA Temp C  ;34.6;TG Temp C  ;22.2;WET Temp C ;17.7;DP Temp C  
25;19/05/2005;09:15:46;25.9;WBGT Temp C;41.4;%RH C      ;32.7;TA Temp C  ;34.6;TG Temp C  ;22.3;WET Temp C ;17.8;DP Temp C  
26;19/05/2005;09:16:46;26.1;WBGT Temp C;41.5;%RH C      ;32.9;TA Temp C  ;34.8;TG Temp C  ;22.5;WET Temp C ;18;DP Temp C  
27;19/05/2005;09:17:46;26.1;WBGT Temp C;41.3;%RH C      ;32.9;TA Temp C  ;35;TG Temp C  ;22.4;WET Temp C ;18;DP Temp C  
