Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit
1;17/05/2007;09:13:54;28.3;WBGT Temp C;41;%RH C      ;35.1;TA Temp C  ;38.2;TG Temp C  ;24.1;WET Temp C ;19.8;DP Temp C  
2;17/05/2007;09:14:54;28.6;WBGT Temp C;40.4;%RH C      ;35.2;TA Temp C  ;39.6;TG Temp C  ;24;WET Temp C ;19.7;DP Temp C  
3;17/05/2007;09:15:54;28.9;WBGT Temp C;40.7;%RH C      ;35.2;TA Temp C  ;40.4;TG Temp C  ;24.1;WET Temp C ;19.8;DP Temp C  
4;17/05/2007;09:16:54;28.9;WBGT Temp C;40.8;%RH C      ;35.1;TA Temp C  ;40.6;TG Temp C  ;24;WET Temp C ;19.7;DP Temp C  
5;17/05/2007;09:17:54;29.4;WBGT Temp C;40;%RH C      ;35.6;TA Temp C  ;41.3;TG Temp C  ;24.3;WET Temp C ;19.9;DP Temp C  
6;17/05/2007;09:18:54;29.3;WBGT Temp C;40;%RH C      ;35.5;TA Temp C  ;41.5;TG Temp C  ;24.2;WET Temp C ;19.8;DP Temp C  
7;17/05/2007;09:19:54;29.3;WBGT Temp C;39.7;%RH C      ;35.5;TA Temp C  ;41.7;TG Temp C  ;24.1;WET Temp C ;19.6;DP Temp C  
8;17/05/2007;09:20:54;29.5;WBGT Temp C;39.6;%RH C      ;35.8;TA Temp C  ;41.8;TG Temp C  ;24.3;WET Temp C ;19.9;DP Temp C  
9;17/05/2007;09:21:54;29.5;WBGT Temp C;38.7;%RH C      ;35.9;TA Temp C  ;42.4;TG Temp C  ;24.1;WET Temp C ;19.6;DP Temp C  
10;17/05/2007;09:22:54;29.7;WBGT Temp C;38.5;%RH C      ;36.1;TA Temp C  ;42.6;TG Temp C  ;24.3;WET Temp C ;19.7;DP Temp C  
11;17/05/2007;09:23:54;29.7;WBGT Temp C;38.7;%RH C      ;35.9;TA Temp C  ;42.7;TG Temp C  ;24.2;WET Temp C ;19.7;DP Temp C  
12;17/05/2007;09:24:54;29.5;WBGT Temp C;37.9;%RH C      ;36;TA Temp C  ;42.6;TG Temp C  ;24;WET Temp C ;19.3;DP Temp C  
13;17/05/2007;09:25:54;29.6;WBGT Temp C;38;%RH C      ;36;TA Temp C  ;42.5;TG Temp C  ;24.1;WET Temp C ;19.5;DP Temp C  
14;17/05/2007;09:26:54;29.8;WBGT Temp C;37.9;%RH C      ;36.3;TA Temp C  ;42.9;TG Temp C  ;24.3;WET Temp C ;19.6;DP Temp C  
15;17/05/2007;09:27:54;30.1;WBGT Temp C;37.4;%RH C      ;36.5;TA Temp C  ;43.7;TG Temp C  ;24.4;WET Temp C ;19.7;DP Temp C  
16;17/05/2007;09:28:54;30;WBGT Temp C;36.9;%RH C      ;36.5;TA Temp C  ;43.8;TG Temp C  ;24.2;WET Temp C ;19.4;DP Temp C  
17;17/05/2007;09:29:54;29.8;WBGT Temp C;37.2;%RH C      ;36.2;TA Temp C  ;43.4;TG Temp C  ;24;WET Temp C ;19.2;DP Temp C  
18;17/05/2007;09:30:54;29.9;WBGT Temp C;37.4;%RH C      ;36.3;TA Temp C  ;43.2;TG Temp C  ;24.2;WET Temp C ;19.5;DP Temp C  
19;17/05/2007;09:31:54;29.9;WBGT Temp C;37.2;%RH C      ;36.3;TA Temp C  ;43.7;TG Temp C  ;24.1;WET Temp C ;19.3;DP Temp C  
20;17/05/2007;09:32:54;29.7;WBGT Temp C;37.4;%RH C      ;36.2;TA Temp C  ;43;TG Temp C  ;24.1;WET Temp C ;19.3;DP Temp C  
21;17/05/2007;09:33:54;29.8;WBGT Temp C;37;%RH C      ;36.4;TA Temp C  ;43.1;TG Temp C  ;24.1;WET Temp C ;19.3;DP Temp C  
22;17/05/2007;09:34:54;29.8;WBGT Temp C;37.3;%RH C      ;36.2;TA Temp C  ;43.3;TG Temp C  ;24.1;WET Temp C ;19.3;DP Temp C  
23;17/05/2007;09:35:54;29.8;WBGT Temp C;37;%RH C      ;36.4;TA Temp C  ;43.2;TG Temp C  ;24.1;WET Temp C ;19.3;DP Temp C  
24;17/05/2007;09:36:54;29.8;WBGT Temp C;36.8;%RH C      ;36.3;TA Temp C  ;43.1;TG Temp C  ;24.1;WET Temp C ;19.1;DP Temp C  
25;17/05/2007;09:37:54;29.8;WBGT Temp C;36.7;%RH C      ;36.4;TA Temp C  ;43.1;TG Temp C  ;24.1;WET Temp C ;19.3;DP Temp C  
26;17/05/2007;09:38:54;29.7;WBGT Temp C;36.4;%RH C      ;36.3;TA Temp C  ;43.3;TG Temp C  ;23.9;WET Temp C ;19;DP Temp C  
27;17/05/2007;09:39:54;30.5;WBGT Temp C;35;%RH C      ;37.5;TA Temp C  ;44.7;TG Temp C  ;24.4;WET Temp C ;19.4;DP Temp C  
28;17/05/2007;09:40:54;30.5;WBGT Temp C;35.2;%RH C      ;37.2;TA Temp C  ;45;TG Temp C  ;24.3;WET Temp C ;19.2;DP Temp C  
29;17/05/2007;09:41:54;30.7;WBGT Temp C;35.1;%RH C      ;37.4;TA Temp C  ;45.3;TG Temp C  ;24.5;WET Temp C ;19.4;DP Temp C  
30;17/05/2007;09:42:54;30.4;WBGT Temp C;35.8;%RH C      ;36.9;TA Temp C  ;45;TG Temp C  ;24.2;WET Temp C ;19.2;DP Temp C  
31;17/05/2007;09:43:54;30.2;WBGT Temp C;36;%RH C      ;36.8;TA Temp C  ;44.2;TG Temp C  ;24.2;WET Temp C ;19.3;DP Temp C  
32;17/05/2007;09:44:54;30.1;WBGT Temp C;35.7;%RH C      ;36.9;TA Temp C  ;43.9;TG Temp C  ;24.2;WET Temp C ;19.2;DP Temp C  
33;17/05/2007;09:45:54;30;WBGT Temp C;35.8;%RH C      ;36.8;TA Temp C  ;43.8;TG Temp C  ;24.2;WET Temp C ;19.2;DP Temp C  
34;17/05/2007;09:46:54;30.1;WBGT Temp C;35.1;%RH C      ;37.2;TA Temp C  ;43.9;TG Temp C  ;24.2;WET Temp C ;19.2;DP Temp C  
35;17/05/2007;09:47:54;30.3;WBGT Temp C;34.6;%RH C      ;37.5;TA Temp C  ;44.6;TG Temp C  ;24.3;WET Temp C ;19.2;DP Temp C  
36;17/05/2007;09:48:54;30.4;WBGT Temp C;34.5;%RH C      ;37.5;TA Temp C  ;45;TG Temp C  ;24.3;WET Temp C ;19.1;DP Temp C  
37;17/05/2007;09:49:54;30.7;WBGT Temp C;34;%RH C      ;37.7;TA Temp C  ;45.4;TG Temp C  ;24.4;WET Temp C ;19.2;DP Temp C  
38;17/05/2007;09:50:54;30.9;WBGT Temp C;33.5;%RH C      ;38.1;TA Temp C  ;46;TG Temp C  ;24.5;WET Temp C ;19.2;DP Temp C  
39;17/05/2007;09:51:54;31.5;WBGT Temp C;32.3;%RH C      ;38.9;TA Temp C  ;47.2;TG Temp C  ;24.8;WET Temp C ;19.4;DP Temp C  
40;17/05/2007;09:52:54;31.2;WBGT Temp C;33.1;%RH C      ;38.1;TA Temp C  ;47.3;TG Temp C  ;24.3;WET Temp C ;18.9;DP Temp C  
41;17/05/2007;09:53:54;31.3;WBGT Temp C;32.9;%RH C      ;38.4;TA Temp C  ;47.2;TG Temp C  ;24.5;WET Temp C ;19.2;DP Temp C  
42;17/05/2007;09:54:54;31;WBGT Temp C;33.9;%RH C      ;37.8;TA Temp C  ;46.5;TG Temp C  ;24.4;WET Temp C ;19.2;DP Temp C  
43;17/05/2007;09:55:54;31;WBGT Temp C;33.2;%RH C      ;38.1;TA Temp C  ;46.7;TG Temp C  ;24.4;WET Temp C ;19.1;DP Temp C  
44;17/05/2007;09:56:54;31.3;WBGT Temp C;33.1;%RH C      ;38.4;TA Temp C  ;47.1;TG Temp C  ;24.6;WET Temp C ;19.3;DP Temp C  
45;17/05/2007;09:57:54;31;WBGT Temp C;34;%RH C      ;37.8;TA Temp C  ;46.4;TG Temp C  ;24.5;WET Temp C ;19.3;DP Temp C  
46;17/05/2007;09:58:54;30.7;WBGT Temp C;34.5;%RH C      ;37.5;TA Temp C  ;45.8;TG Temp C  ;24.4;WET Temp C ;19.2;DP Temp C  
47;17/05/2007;09:59:54;30.5;WBGT Temp C;34;%RH C      ;37.6;TA Temp C  ;45.5;TG Temp C  ;24.2;WET Temp C ;19;DP Temp C  
48;17/05/2007;10:00:54;30.6;WBGT Temp C;33.5;%RH C      ;37.9;TA Temp C  ;45.5;TG Temp C  ;24.3;WET Temp C ;19;DP Temp C  
49;17/05/2007;10:01:54;30.9;WBGT Temp C;32.9;%RH C      ;38.4;TA Temp C  ;46;TG Temp C  ;24.7;WET Temp C ;19.3;DP Temp C  
50;17/05/2007;10:02:54;31.7;WBGT Temp C;30.9;%RH C      ;39.7;TA Temp C  ;47.5;TG Temp C  ;25;WET Temp C ;19.4;DP Temp C  
