Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit
1;17/05/2004;10:00:42;31.3;WBGT Temp C;25.9;%RH C      ;42.1;TA Temp C  ;45.7;TG Temp C  ;25.2;WET Temp C ;18.6;DP Temp C  
2;17/05/2004;10:01:42;31.2;WBGT Temp C;24.4;%RH C      ;42.5;TA Temp C  ;45.9;TG Temp C  ;25;WET Temp C ;18;DP Temp C  
3;17/05/2004;10:02:42;31.7;WBGT Temp C;24.6;%RH C      ;43.3;TA Temp C  ;46.2;TG Temp C  ;25.5;WET Temp C ;18.7;DP Temp C  
4;17/05/2004;10:03:42;31.5;WBGT Temp C;25.2;%RH C      ;42.5;TA Temp C  ;46.5;TG Temp C  ;25.2;WET Temp C ;18.5;DP Temp C  
5;17/05/2004;10:04:42;31.8;WBGT Temp C;23.1;%RH C      ;44;TA Temp C  ;46.6;TG Temp C  ;25.5;WET Temp C ;18.3;DP Temp C  
6;17/05/2004;10:05:42;31.6;WBGT Temp C;23.4;%RH C      ;43.3;TA Temp C  ;46.9;TG Temp C  ;25.1;WET Temp C ;18;DP Temp C  
7;17/05/2004;10:06:42;31.4;WBGT Temp C;22.8;%RH C      ;43.6;TA Temp C  ;46.4;TG Temp C  ;25.1;WET Temp C ;17.8;DP Temp C  
8;17/05/2004;10:07:42;31.1;WBGT Temp C;23.7;%RH C      ;42.9;TA Temp C  ;45.5;TG Temp C  ;25;WET Temp C ;17.8;DP Temp C  
9;17/05/2004;10:08:42;31.3;WBGT Temp C;23.3;%RH C      ;43.6;TA Temp C  ;46;TG Temp C  ;25.2;WET Temp C ;18;DP Temp C  
10;17/05/2004;10:09:42;31.3;WBGT Temp C;23.9;%RH C      ;42.9;TA Temp C  ;46;TG Temp C  ;25.1;WET Temp C ;18;DP Temp C  
11;17/05/2004;10:10:42;31.4;WBGT Temp C;23.5;%RH C      ;43.3;TA Temp C  ;46.3;TG Temp C  ;25.2;WET Temp C ;18;DP Temp C  
12;17/05/2004;10:11:42;31.5;WBGT Temp C;21.5;%RH C      ;44.4;TA Temp C  ;46.5;TG Temp C  ;25.2;WET Temp C ;17.5;DP Temp C  
13;17/05/2004;10:12:42;31.5;WBGT Temp C;21.8;%RH C      ;44.3;TA Temp C  ;46.2;TG Temp C  ;25.2;WET Temp C ;17.6;DP Temp C  
14;17/05/2004;10:13:42;31.7;WBGT Temp C;21.6;%RH C      ;44.8;TA Temp C  ;46.2;TG Temp C  ;25.5;WET Temp C ;17.9;DP Temp C  
15;17/05/2004;10:14:42;31.6;WBGT Temp C;20.7;%RH C      ;45.1;TA Temp C  ;46.4;TG Temp C  ;25.3;WET Temp C ;17.4;DP Temp C  
16;17/05/2004;10:15:42;31.6;WBGT Temp C;20.5;%RH C      ;45.3;TA Temp C  ;46.4;TG Temp C  ;25.3;WET Temp C ;17.3;DP Temp C  
17;17/05/2004;10:16:42;31.6;WBGT Temp C;20.2;%RH C      ;45.6;TA Temp C  ;46.6;TG Temp C  ;25.3;WET Temp C ;17.3;DP Temp C  
18;17/05/2004;10:17:42;31.8;WBGT Temp C;20;%RH C      ;45.8;TA Temp C  ;46.9;TG Temp C  ;25.4;WET Temp C ;17.4;DP Temp C  
19;17/05/2004;10:18:42;32;WBGT Temp C;20.1;%RH C      ;45.8;TA Temp C  ;47.3;TG Temp C  ;25.5;WET Temp C ;17.5;DP Temp C  
20;17/05/2004;10:19:42;32.1;WBGT Temp C;19.5;%RH C      ;46.2;TA Temp C  ;47.5;TG Temp C  ;25.5;WET Temp C ;17.4;DP Temp C  
21;17/05/2004;10:20:42;32;WBGT Temp C;19.9;%RH C      ;45.8;TA Temp C  ;47.4;TG Temp C  ;25.4;WET Temp C ;17.3;DP Temp C  
22;17/05/2004;10:21:42;31.8;WBGT Temp C;21.1;%RH C      ;44.7;TA Temp C  ;47.4;TG Temp C  ;25.2;WET Temp C ;17.5;DP Temp C  
23;17/05/2004;10:22:42;32.5;WBGT Temp C;19.1;%RH C      ;46.9;TA Temp C  ;48.1;TG Temp C  ;25.9;WET Temp C ;17.7;DP Temp C  
24;17/05/2004;10:23:42;32.5;WBGT Temp C;20.2;%RH C      ;46.1;TA Temp C  ;48.4;TG Temp C  ;25.7;WET Temp C ;17.8;DP Temp C  
25;17/05/2004;10:24:42;32.4;WBGT Temp C;19.7;%RH C      ;46.4;TA Temp C  ;48.1;TG Temp C  ;25.7;WET Temp C ;17.7;DP Temp C  
26;17/05/2004;10:25:42;32.6;WBGT Temp C;19;%RH C      ;47.1;TA Temp C  ;48.3;TG Temp C  ;25.9;WET Temp C ;17.7;DP Temp C  
27;17/05/2004;10:26:42;32.6;WBGT Temp C;18.8;%RH C      ;46.7;TA Temp C  ;49.2;TG Temp C  ;25.6;WET Temp C ;17.3;DP Temp C  
