Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit
1;17/05/2003;09:57:40;27.9;WBGT Temp C;37.4;%RH C      ;36.1;TA Temp C  ;37.1;TG Temp C  ;24.1;WET Temp C ;19.3;DP Temp C  
2;17/05/2003;09:59:40;27.8;WBGT Temp C;36.4;%RH C      ;36.4;TA Temp C  ;37.2;TG Temp C  ;24;WET Temp C ;19;DP Temp C  
3;17/05/2003;10:01:40;28;WBGT Temp C;36.5;%RH C      ;36.5;TA Temp C  ;37.4;TG Temp C  ;24.1;WET Temp C ;19.3;DP Temp C  
4;17/05/2003;10:03:40;27.9;WBGT Temp C;36;%RH C      ;36.6;TA Temp C  ;37.6;TG Temp C  ;24;WET Temp C ;19;DP Temp C  
5;17/05/2003;10:05:40;27.9;WBGT Temp C;35.8;%RH C      ;36.5;TA Temp C  ;37.3;TG Temp C  ;24;WET Temp C ;19;DP Temp C  
6;17/05/2003;10:07:40;27.8;WBGT Temp C;36.1;%RH C      ;36.4;TA Temp C  ;37.3;TG Temp C  ;23.9;WET Temp C ;18.9;DP Temp C  
7;17/05/2003;10:09:40;27.8;WBGT Temp C;35.2;%RH C      ;36.6;TA Temp C  ;37.5;TG Temp C  ;23.8;WET Temp C ;18.7;DP Temp C  
8;17/05/2003;10:11:40;28;WBGT Temp C;34.8;%RH C      ;37;TA Temp C  ;37.6;TG Temp C  ;24;WET Temp C ;18.8;DP Temp C  
9;17/05/2003;10:13:40;28.2;WBGT Temp C;34.7;%RH C      ;37.2;TA Temp C  ;37.8;TG Temp C  ;24.2;WET Temp C ;19.1;DP Temp C  
10;17/05/2003;10:15:40;28.1;WBGT Temp C;33.9;%RH C      ;37.4;TA Temp C  ;37.9;TG Temp C  ;24.1;WET Temp C ;18.8;DP Temp C  
11;17/05/2003;10:17:40;28;WBGT Temp C;34.2;%RH C      ;37;TA Temp C  ;37.9;TG Temp C  ;23.9;WET Temp C ;18.6;DP Temp C  
12;17/05/2003;10:19:40;28.2;WBGT Temp C;34.5;%RH C      ;37.2;TA Temp C  ;37.9;TG Temp C  ;24.2;WET Temp C ;19;DP Temp C  
13;17/05/2003;10:21:40;28.2;WBGT Temp C;34.3;%RH C      ;37.3;TA Temp C  ;38.1;TG Temp C  ;24.1;WET Temp C ;18.9;DP Temp C  
14;17/05/2003;10:23:40;28.1;WBGT Temp C;33.7;%RH C      ;37.3;TA Temp C  ;38.5;TG Temp C  ;23.9;WET Temp C ;18.6;DP Temp C  
15;17/05/2003;10:25:40;28.1;WBGT Temp C;33.4;%RH C      ;37.3;TA Temp C  ;38.6;TG Temp C  ;23.9;WET Temp C ;18.5;DP Temp C  
16;17/05/2003;10:27:40;28.3;WBGT Temp C;33.3;%RH C      ;37.6;TA Temp C  ;38.8;TG Temp C  ;24.1;WET Temp C ;18.7;DP Temp C  
17;17/05/2003;10:29:40;28.2;WBGT Temp C;32.8;%RH C      ;37.6;TA Temp C  ;38.9;TG Temp C  ;23.9;WET Temp C ;18.4;DP Temp C  
18;17/05/2003;10:31:40;28.4;WBGT Temp C;32.6;%RH C      ;37.9;TA Temp C  ;38.9;TG Temp C  ;24.1;WET Temp C ;18.6;DP Temp C  
19;17/05/2003;10:33:40;28.2;WBGT Temp C;33.3;%RH C      ;37.4;TA Temp C  ;38.7;TG Temp C  ;23.9;WET Temp C ;18.5;DP Temp C  
20;17/05/2003;10:35:40;28.1;WBGT Temp C;33.4;%RH C      ;37.2;TA Temp C  ;38.8;TG Temp C  ;23.8;WET Temp C ;18.4;DP Temp C  
21;17/05/2003;10:37:40;28.7;WBGT Temp C;34.1;%RH C      ;37.7;TA Temp C  ;38.9;TG Temp C  ;24.5;WET Temp C ;19.3;DP Temp C  
22;17/05/2003;10:39:40;28.5;WBGT Temp C;31.9;%RH C      ;38.1;TA Temp C  ;39.2;TG Temp C  ;24.1;WET Temp C ;18.4;DP Temp C  
23;17/05/2003;10:41:40;28.5;WBGT Temp C;31.5;%RH C      ;38.3;TA Temp C  ;39.4;TG Temp C  ;24.1;WET Temp C ;18.4;DP Temp C  
24;17/05/2003;10:43:40;28.2;WBGT Temp C;32.3;%RH C      ;37.6;TA Temp C  ;39.2;TG Temp C  ;23.8;WET Temp C ;18.2;DP Temp C  
25;17/05/2003;10:45:40;28.3;WBGT Temp C;31.4;%RH C      ;38.1;TA Temp C  ;39;TG Temp C  ;23.9;WET Temp C ;18.2;DP Temp C  
26;17/05/2003;10:47:40;28.4;WBGT Temp C;30.5;%RH C      ;38.4;TA Temp C  ;39.4;TG Temp C  ;24;WET Temp C ;18;DP Temp C  
