Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit
1;17/05/2009;10:25:43;30.4;WBGT Temp C;32.2;%RH C      ;38.4;TA Temp C  ;45.4;TG Temp C  ;24.3;WET Temp C ;18.7;DP Temp C  
2;17/05/2009;10:26:43;31;WBGT Temp C;30.6;%RH C      ;39.2;TA Temp C  ;46.1;TG Temp C  ;24.6;WET Temp C ;18.8;DP Temp C  
3;17/05/2009;10:27:43;32.1;WBGT Temp C;28.1;%RH C      ;41.1;TA Temp C  ;48.4;TG Temp C  ;25.2;WET Temp C ;19.1;DP Temp C  
4;17/05/2009;10:28:43;32.6;WBGT Temp C;26.8;%RH C      ;41.9;TA Temp C  ;50;TG Temp C  ;25.3;WET Temp C ;18.9;DP Temp C  
5;17/05/2009;10:29:43;32.7;WBGT Temp C;26.6;%RH C      ;41.5;TA Temp C  ;50.9;TG Temp C  ;25;WET Temp C ;18.5;DP Temp C  
6;17/05/2009;10:30:43;32.7;WBGT Temp C;27.2;%RH C      ;41.2;TA Temp C  ;50.8;TG Temp C  ;25;WET Temp C ;18.6;DP Temp C  
7;17/05/2009;10:31:43;32.8;WBGT Temp C;26.6;%RH C      ;41.9;TA Temp C  ;50.6;TG Temp C  ;25.3;WET Temp C ;18.9;DP Temp C  
8;17/05/2009;10:32:43;32.5;WBGT Temp C;27.8;%RH C      ;40.9;TA Temp C  ;50.3;TG Temp C  ;24.9;WET Temp C ;18.7;DP Temp C  
9;17/05/2009;10:33:43;32.8;WBGT Temp C;26.9;%RH C      ;41.8;TA Temp C  ;50.3;TG Temp C  ;25.3;WET Temp C ;19;DP Temp C  
10;17/05/2009;10:34:43;33.2;WBGT Temp C;24.5;%RH C      ;43.5;TA Temp C  ;51.1;TG Temp C  ;25.6;WET Temp C ;18.8;DP Temp C  
11;17/05/2009;10:35:43;33.3;WBGT Temp C;23.3;%RH C      ;44.3;TA Temp C  ;51;TG Temp C  ;25.8;WET Temp C ;18.7;DP Temp C  
12;17/05/2009;10:36:43;33;WBGT Temp C;25.1;%RH C      ;43.2;TA Temp C  ;51.1;TG Temp C  ;25.6;WET Temp C ;19;DP Temp C  
13;17/05/2009;10:37:43;32.8;WBGT Temp C;25.3;%RH C      ;42.3;TA Temp C  ;50.6;TG Temp C  ;25.2;WET Temp C ;18.5;DP Temp C  
14;17/05/2009;10:38:43;33;WBGT Temp C;23.3;%RH C      ;44.1;TA Temp C  ;50.7;TG Temp C  ;25.5;WET Temp C ;18.4;DP Temp C  
15;17/05/2009;10:39:43;33.3;WBGT Temp C;21.6;%RH C      ;45.6;TA Temp C  ;51.1;TG Temp C  ;25.8;WET Temp C ;18.3;DP Temp C  
16;17/05/2009;10:40:43;33.1;WBGT Temp C;22.5;%RH C      ;44.5;TA Temp C  ;51.1;TG Temp C  ;25.4;WET Temp C ;18.1;DP Temp C  
17;17/05/2009;10:41:43;32.9;WBGT Temp C;24.1;%RH C      ;43.3;TA Temp C  ;51;TG Temp C  ;25.2;WET Temp C ;18.3;DP Temp C  
18;17/05/2009;10:42:43;32.9;WBGT Temp C;23;%RH C      ;43.8;TA Temp C  ;50.8;TG Temp C  ;25.3;WET Temp C ;18;DP Temp C  
19;17/05/2009;10:43:43;32.5;WBGT Temp C;25.2;%RH C      ;41.8;TA Temp C  ;50.6;TG Temp C  ;24.8;WET Temp C ;18;DP Temp C  
20;17/05/2009;10:44:43;32.6;WBGT Temp C;24.5;%RH C      ;42.6;TA Temp C  ;50.4;TG Temp C  ;25.1;WET Temp C ;18.2;DP Temp C  
21;17/05/2009;10:45:43;33;WBGT Temp C;23.3;%RH C      ;43.5;TA Temp C  ;51.2;TG Temp C  ;25.3;WET Temp C ;18.1;DP Temp C  
22;17/05/2009;10:46:43;32.8;WBGT Temp C;24.6;%RH C      ;42.4;TA Temp C  ;51.6;TG Temp C  ;24.8;WET Temp C ;17.9;DP Temp C  
23;17/05/2009;10:47:43;33.3;WBGT Temp C;22.8;%RH C      ;43.9;TA Temp C  ;52.1;TG Temp C  ;25.3;WET Temp C ;18;DP Temp C  
24;17/05/2009;10:48:43;33.4;WBGT Temp C;23.3;%RH C      ;43.5;TA Temp C  ;52.7;TG Temp C  ;25.2;WET Temp C ;18;DP Temp C  
25;17/05/2009;10:49:43;33.3;WBGT Temp C;23.2;%RH C      ;43.6;TA Temp C  ;52.6;TG Temp C  ;25.1;WET Temp C ;17.9;DP Temp C  
26;17/05/2009;10:50:43;32.9;WBGT Temp C;24.5;%RH C      ;42.2;TA Temp C  ;52;TG Temp C  ;24.8;WET Temp C ;17.8;DP Temp C  
27;17/05/2009;10:51:43;33;WBGT Temp C;22;%RH C      ;43.8;TA Temp C  ;51.8;TG Temp C  ;24.9;WET Temp C ;17.3;DP Temp C  
28;17/05/2009;10:52:43;33.1;WBGT Temp C;22.3;%RH C      ;43.9;TA Temp C  ;52.1;TG Temp C  ;25.1;WET Temp C ;17.6;DP Temp C  
29;17/05/2009;10:53:43;32.9;WBGT Temp C;23.3;%RH C      ;42.9;TA Temp C  ;52.2;TG Temp C  ;24.7;WET Temp C ;17.4;DP Temp C  
