Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit;Value;Unit
1;19/05/2007;08:33:45;25.2;WBGT Temp C;46.4;%RH C      ;31.3;TA Temp C  ;32.3;TG Temp C  ;22.2;WET Temp C ;18.4;DP Temp C  
2;19/05/2007;08:34:45;25.3;WBGT Temp C;45.9;%RH C      ;31.5;TA Temp C  ;32.6;TG Temp C  ;22.3;WET Temp C ;18.4;DP Temp C  
3;19/05/2007;08:35:45;25.2;WBGT Temp C;45.6;%RH C      ;31.3;TA Temp C  ;32.6;TG Temp C  ;22.1;WET Temp C ;18.1;DP Temp C  
4;19/05/2007;08:36:45;25.2;WBGT Temp C;45.8;%RH C      ;31.3;TA Temp C  ;32.5;TG Temp C  ;22.1;WET Temp C ;18.2;DP Temp C  
5;19/05/2007;08:37:45;25.2;WBGT Temp C;45.7;%RH C      ;31.5;TA Temp C  ;32.5;TG Temp C  ;22.2;WET Temp C ;18.3;DP Temp C  
6;19/05/2007;08:38:45;25.3;WBGT Temp C;45.6;%RH C      ;31.5;TA Temp C  ;32.6;TG Temp C  ;22.2;WET Temp C ;18.3;DP Temp C  
7;19/05/2007;08:39:45;25.2;WBGT Temp C;46;%RH C      ;31.3;TA Temp C  ;32.5;TG Temp C  ;22.1;WET Temp C ;18.2;DP Temp C  
8;19/05/2007;08:40:45;25.3;WBGT Temp C;45.5;%RH C      ;31.6;TA Temp C  ;32.5;TG Temp C  ;22.3;WET Temp C ;18.3;DP Temp C  
9;19/05/2007;08:41:45;25.3;WBGT Temp C;45;%RH C      ;31.7;TA Temp C  ;32.4;TG Temp C  ;22.3;WET Temp C ;18.3;DP Temp C  
10;19/05/2007;08:42:45;25.4;WBGT Temp C;45.1;%RH C      ;31.8;TA Temp C  ;32.6;TG Temp C  ;22.4;WET Temp C ;18.4;DP Temp C  
11;19/05/2007;08:43:45;25.4;WBGT Temp C;45.3;%RH C      ;31.8;TA Temp C  ;32.6;TG Temp C  ;22.4;WET Temp C ;18.4;DP Temp C  
12;19/05/2007;08:44:45;25.2;WBGT Temp C;45.1;%RH C      ;31.5;TA Temp C  ;32.6;TG Temp C  ;22.2;WET Temp C ;18.2;DP Temp C  
13;19/05/2007;08:45:45;25.3;WBGT Temp C;45.2;%RH C      ;31.7;TA Temp C  ;32.6;TG Temp C  ;22.3;WET Temp C ;18.3;DP Temp C  
14;19/05/2007;08:46:45;25.4;WBGT Temp C;45.2;%RH C      ;31.7;TA Temp C  ;32.7;TG Temp C  ;22.3;WET Temp C ;18.3;DP Temp C  
15;19/05/2007;08:47:45;25.4;WBGT Temp C;45;%RH C      ;31.7;TA Temp C  ;32.7;TG Temp C  ;22.3;WET Temp C ;18.3;DP Temp C  
16;19/05/2007;08:48:45;25.3;WBGT Temp C;44.6;%RH C      ;31.7;TA Temp C  ;32.7;TG Temp C  ;22.2;WET Temp C ;18.1;DP Temp C  
17;19/05/2007;08:49:45;25.4;WBGT Temp C;45.2;%RH C      ;31.7;TA Temp C  ;32.7;TG Temp C  ;22.4;WET Temp C ;18.4;DP Temp C  
18;19/05/2007;08:50:45;25.5;WBGT Temp C;44.7;%RH C      ;32;TA Temp C  ;32.8;TG Temp C  ;22.4;WET Temp C ;18.4;DP Temp C  
19;19/05/2007;08:51:45;25.4;WBGT Temp C;44.4;%RH C      ;31.9;TA Temp C  ;32.9;TG Temp C  ;22.3;WET Temp C ;18.2;DP Temp C  
20;19/05/2007;08:52:45;25.6;WBGT Temp C;44.7;%RH C      ;32;TA Temp C  ;33;TG Temp C  ;22.4;WET Temp C ;18.4;DP Temp C  
21;19/05/2007;08:53:45;25.5;WBGT Temp C;43.8;%RH C      ;32.1;TA Temp C  ;33.2;TG Temp C  ;22.3;WET Temp C ;18.2;DP Temp C  
22;19/05/2007;08:54:45;25.6;WBGT Temp C;44.1;%RH C      ;32;TA Temp C  ;33.3;TG Temp C  ;22.3;WET Temp C ;18.2;DP Temp C  
23;19/05/2007;08:55:45;25.7;WBGT Temp C;44.1;%RH C      ;32.1;TA Temp C  ;33.5;TG Temp C  ;22.4;WET Temp C ;18.3;DP Temp C  
24;19/05/2007;08:56:45;26.1;WBGT Temp C;43.5;%RH C      ;32.4;TA Temp C  ;34.3;TG Temp C  ;22.5;WET Temp C ;18.3;DP Temp C  
25;19/05/2007;08:57:45;26.3;WBGT Temp C;43.7;%RH C      ;32.4;TA Temp C  ;35;TG Temp C  ;22.6;WET Temp C ;18.5;DP Temp C  
26;19/05/2007;08:58:45;26.2;WBGT Temp C;43.5;%RH C      ;32.2;TA Temp C  ;35.2;TG Temp C  ;22.4;WET Temp C ;18.3;DP Temp C  
27;19/05/2007;08:59:45;26.5;WBGT Temp C;42.6;%RH C      ;32.8;TA Temp C  ;35.6;TG Temp C  ;22.7;WET Temp C ;18.5;DP Temp C  
28;19/05/2007;09:00:45;26.7;WBGT Temp C;41.5;%RH C      ;33.1;TA Temp C  ;36.3;TG Temp C  ;22.6;WET Temp C ;18.2;DP Temp C  
29;19/05/2007;09:01:45;26.7;WBGT Temp C;41.8;%RH C      ;32.9;TA Temp C  ;36.3;TG Temp C  ;22.6;WET Temp C ;18.2;DP Temp C  
30;19/05/2007;09:02:45;26.5;WBGT Temp C;41.5;%RH C      ;32.8;TA Temp C  ;36;TG Temp C  ;22.5;WET Temp C ;18;DP Temp C  
31;19/05/2007;09:03:45;26.6;WBGT Temp C;40.5;%RH C      ;33.4;TA Temp C  ;36;TG Temp C  ;22.6;WET Temp C ;18.1;DP Temp C  
32;19/05/2007;09:04:45;26.7;WBGT Temp C;40.5;%RH C      ;33.5;TA Temp C  ;36.2;TG Temp C  ;22.7;WET Temp C ;18.2;DP Temp C  
33;19/05/2007;09:05:45;26.6;WBGT Temp C;41.3;%RH C      ;33.1;TA Temp C  ;36.1;TG Temp C  ;22.6;WET Temp C ;18.1;DP Temp C  
34;19/05/2007;09:06:45;26.9;WBGT Temp C;40.1;%RH C      ;33.8;TA Temp C  ;36.2;TG Temp C  ;22.9;WET Temp C ;18.4;DP Temp C  
35;19/05/2007;09:07:45;26.7;WBGT Temp C;39.4;%RH C      ;33.9;TA Temp C  ;36;TG Temp C  ;22.8;WET Temp C ;18.1;DP Temp C  
36;19/05/2007;09:08:45;26.9;WBGT Temp C;39.3;%RH C      ;34.1;TA Temp C  ;36.1;TG Temp C  ;23;WET Temp C ;18.3;DP Temp C  
37;19/05/2007;09:09:45;27;WBGT Temp C;39;%RH C      ;34.3;TA Temp C  ;36.6;TG Temp C  ;23;WET Temp C ;18.3;DP Temp C  
38;19/05/2007;09:10:45;26.8;WBGT Temp C;40.1;%RH C      ;33.6;TA Temp C  ;36.4;TG Temp C  ;22.7;WET Temp C ;18.1;DP Temp C  
39;19/05/2007;09:11:45;26.8;WBGT Temp C;40.2;%RH C      ;33.8;TA Temp C  ;36.2;TG Temp C  ;22.9;WET Temp C ;18.3;DP Temp C  
40;19/05/2007;09:12:45;27;WBGT Temp C;39.6;%RH C      ;34;TA Temp C  ;36.8;TG Temp C  ;22.9;WET Temp C ;18.3;DP Temp C  
41;19/05/2007;09:13:45;27;WBGT Temp C;38.7;%RH C      ;34.3;TA Temp C  ;36.7;TG Temp C  ;22.9;WET Temp C ;18.2;DP Temp C  
42;19/05/2007;09:14:45;26.9;WBGT Temp C;38.4;%RH C      ;34.2;TA Temp C  ;36.5;TG Temp C  ;22.8;WET Temp C ;18;DP Temp C  
43;19/05/2007;09:15:45;26.7;WBGT Temp C;39.1;%RH C      ;34;TA Temp C  ;35.9;TG Temp C  ;22.8;WET Temp C ;18.1;DP Temp C  
44;19/05/2007;09:16:45;26.5;WBGT Temp C;39.5;%RH C      ;33.7;TA Temp C  ;35.4;TG Temp C  ;22.6;WET Temp C ;18;DP Temp C  
45;19/05/2007;09:17:45;26.1;WBGT Temp C;39.9;%RH C      ;33.3;TA Temp C  ;35;TG Temp C  ;22.4;WET Temp C ;17.8;DP Temp C  
46;19/05/2007;09:18:45;26.1;WBGT Temp C;40.1;%RH C      ;33.4;TA Temp C  ;34.6;TG Temp C  ;22.5;WET Temp C ;17.9;DP Temp C  
47;19/05/2007;09:19:45;26.1;WBGT Temp C;40.1;%RH C      ;33.4;TA Temp C  ;34.5;TG Temp C  ;22.5;WET Temp C ;17.9;DP Temp C  
48;19/05/2007;09:20:45;26;WBGT Temp C;40.3;%RH C      ;33.1;TA Temp C  ;34.4;TG Temp C  ;22.4;WET Temp C ;17.8;DP Temp C  
49;19/05/2007;09:21:45;26;WBGT Temp C;39.9;%RH C      ;33.4;TA Temp C  ;34.4;TG Temp C  ;22.5;WET Temp C ;17.9;DP Temp C  
50;19/05/2007;09:22:45;26;WBGT Temp C;39.7;%RH C      ;33.5;TA Temp C  ;34.3;TG Temp C  ;22.5;WET Temp C ;17.9;DP Temp C  
51;19/05/2007;09:23:45;25.9;WBGT Temp C;40;%RH C      ;33.1;TA Temp C  ;34.1;TG Temp C  ;22.4;WET Temp C ;17.7;DP Temp C  
52;19/05/2007;09:24:45;25.7;WBGT Temp C;39.3;%RH C      ;33.2;TA Temp C  ;34.1;TG Temp C  ;22.2;WET Temp C ;17.4;DP Temp C  
53;19/05/2007;09:25:45;26;WBGT Temp C;39.6;%RH C      ;33.3;TA Temp C  ;34.2;TG Temp C  ;22.4;WET Temp C ;17.7;DP Temp C  
54;19/05/2007;09:26:45;26.1;WBGT Temp C;39.3;%RH C      ;33.6;TA Temp C  ;34.5;TG Temp C  ;22.6;WET Temp C ;17.9;DP Temp C  
55;19/05/2007;09:27:45;26.1;WBGT Temp C;39;%RH C      ;33.7;TA Temp C  ;34.7;TG Temp C  ;22.5;WET Temp C ;17.8;DP Temp C  
56;19/05/2007;09:28:45;26.2;WBGT Temp C;38.7;%RH C      ;33.9;TA Temp C  ;34.9;TG Temp C  ;22.6;WET Temp C ;17.8;DP Temp C  
57;19/05/2007;09:29:45;26.3;WBGT Temp C;38.9;%RH C      ;33.8;TA Temp C  ;35;TG Temp C  ;22.6;WET Temp C ;17.8;DP Temp C  
58;19/05/2007;09:30:45;26.3;WBGT Temp C;38.9;%RH C      ;33.8;TA Temp C  ;35;TG Temp C  ;22.6;WET Temp C ;17.8;DP Temp C  
59;19/05/2007;09:31:45;26.4;WBGT Temp C;38.9;%RH C      ;33.9;TA Temp C  ;35.1;TG Temp C  ;22.7;WET Temp C ;17.9;DP Temp C  
60;19/05/2007;09:32:45;26.4;WBGT Temp C;38.8;%RH C      ;33.9;TA Temp C  ;35.2;TG Temp C  ;22.7;WET Temp C ;17.9;DP Temp C  
